other_constraints_tomato_production,other_constraints_for_tomato_prod,level_of_severity_tomato_production,PARENT_KEY,KEY
None,,,uuid:e3726e42-495f-4a0a-9562-094c7e7a62ef/sclamp/Season_Information[2],uuid:e3726e42-495f-4a0a-9562-094c7e7a62ef/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:e3726e42-495f-4a0a-9562-094c7e7a62ef/sclamp/Season_Information[2],uuid:e3726e42-495f-4a0a-9562-094c7e7a62ef/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Low,uuid:e8456076-a5a4-4652-8968-37a318fc252b/sclamp/Season_Information[2],uuid:e8456076-a5a4-4652-8968-37a318fc252b/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Cut_worm,,Low,uuid:e8456076-a5a4-4652-8968-37a318fc252b/sclamp/Season_Information[2],uuid:e8456076-a5a4-4652-8968-37a318fc252b/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Plant_diseases,,Low,uuid:e8456076-a5a4-4652-8968-37a318fc252b/sclamp/Season_Information[2],uuid:e8456076-a5a4-4652-8968-37a318fc252b/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
White_flies,,Medium,uuid:bbdd87b8-6449-431a-ab0b-5d30d0a97165/sclamp/Season_Information[2],uuid:bbdd87b8-6449-431a-ab0b-5d30d0a97165/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Leaf_eaters,,High,uuid:bbdd87b8-6449-431a-ab0b-5d30d0a97165/sclamp/Season_Information[2],uuid:bbdd87b8-6449-431a-ab0b-5d30d0a97165/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Cut_worm,,Medium,uuid:bbdd87b8-6449-431a-ab0b-5d30d0a97165/sclamp/Season_Information[2],uuid:bbdd87b8-6449-431a-ab0b-5d30d0a97165/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Shortage_of_rain,,Medium,uuid:d4652ca1-3175-4744-b457-fd204e7e3db9/sclamp/Season_Information[2],uuid:d4652ca1-3175-4744-b457-fd204e7e3db9/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Leaf_eaters,,Medium,uuid:d4652ca1-3175-4744-b457-fd204e7e3db9/sclamp/Season_Information[2],uuid:d4652ca1-3175-4744-b457-fd204e7e3db9/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Cut_worm,,Medium,uuid:d4652ca1-3175-4744-b457-fd204e7e3db9/sclamp/Season_Information[2],uuid:d4652ca1-3175-4744-b457-fd204e7e3db9/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Cut_worm,,Medium,uuid:557d2f98-07f5-4e6d-b55f-f9aa014328b9/sclamp/Season_Information[2],uuid:557d2f98-07f5-4e6d-b55f-f9aa014328b9/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Leaf_eaters,,Medium,uuid:557d2f98-07f5-4e6d-b55f-f9aa014328b9/sclamp/Season_Information[2],uuid:557d2f98-07f5-4e6d-b55f-f9aa014328b9/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Other_leaf_miners_Lirimyza_species,,Medium,uuid:557d2f98-07f5-4e6d-b55f-f9aa014328b9/sclamp/Season_Information[2],uuid:557d2f98-07f5-4e6d-b55f-f9aa014328b9/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:3a40b436-42ec-4bd7-9f89-7f79fa98d6f0/sclamp/Season_Information[2],uuid:3a40b436-42ec-4bd7-9f89-7f79fa98d6f0/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Plant_diseases,,Medium,uuid:3a40b436-42ec-4bd7-9f89-7f79fa98d6f0/sclamp/Season_Information[2],uuid:3a40b436-42ec-4bd7-9f89-7f79fa98d6f0/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Shortage_of_rain,,High,uuid:3a40b436-42ec-4bd7-9f89-7f79fa98d6f0/sclamp/Season_Information[2],uuid:3a40b436-42ec-4bd7-9f89-7f79fa98d6f0/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:03600ba2-9305-4a67-a196-63e6cca64098/sclamp/Season_Information[2],uuid:03600ba2-9305-4a67-a196-63e6cca64098/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:03600ba2-9305-4a67-a196-63e6cca64098/sclamp/Season_Information[2],uuid:03600ba2-9305-4a67-a196-63e6cca64098/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:03600ba2-9305-4a67-a196-63e6cca64098/sclamp/Season_Information[2],uuid:03600ba2-9305-4a67-a196-63e6cca64098/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:67f555f1-bc8d-43df-9e33-3547f1e1c126/sclamp/Season_Information[2],uuid:67f555f1-bc8d-43df-9e33-3547f1e1c126/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:67f555f1-bc8d-43df-9e33-3547f1e1c126/sclamp/Season_Information[2],uuid:67f555f1-bc8d-43df-9e33-3547f1e1c126/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:67f555f1-bc8d-43df-9e33-3547f1e1c126/sclamp/Season_Information[2],uuid:67f555f1-bc8d-43df-9e33-3547f1e1c126/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:83137bc7-5360-4591-b91b-836e79022318/sclamp/Season_Information[2],uuid:83137bc7-5360-4591-b91b-836e79022318/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:83137bc7-5360-4591-b91b-836e79022318/sclamp/Season_Information[2],uuid:83137bc7-5360-4591-b91b-836e79022318/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:83137bc7-5360-4591-b91b-836e79022318/sclamp/Season_Information[2],uuid:83137bc7-5360-4591-b91b-836e79022318/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:8ace5b90-e6a6-414f-9af8-5aad477e244f/sclamp/Season_Information[2],uuid:8ace5b90-e6a6-414f-9af8-5aad477e244f/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:8ace5b90-e6a6-414f-9af8-5aad477e244f/sclamp/Season_Information[2],uuid:8ace5b90-e6a6-414f-9af8-5aad477e244f/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:8ace5b90-e6a6-414f-9af8-5aad477e244f/sclamp/Season_Information[2],uuid:8ace5b90-e6a6-414f-9af8-5aad477e244f/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:34744fe9-b017-420d-ae5d-de5495be414e/sclamp/Season_Information[1],uuid:34744fe9-b017-420d-ae5d-de5495be414e/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:34744fe9-b017-420d-ae5d-de5495be414e/sclamp/Season_Information[1],uuid:34744fe9-b017-420d-ae5d-de5495be414e/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:34744fe9-b017-420d-ae5d-de5495be414e/sclamp/Season_Information[1],uuid:34744fe9-b017-420d-ae5d-de5495be414e/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
None,,,uuid:32285e8d-aa5a-4fd7-b4aa-6b8ae9cc6266/sclamp/Season_Information[2],uuid:32285e8d-aa5a-4fd7-b4aa-6b8ae9cc6266/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:32285e8d-aa5a-4fd7-b4aa-6b8ae9cc6266/sclamp/Season_Information[2],uuid:32285e8d-aa5a-4fd7-b4aa-6b8ae9cc6266/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:32285e8d-aa5a-4fd7-b4aa-6b8ae9cc6266/sclamp/Season_Information[2],uuid:32285e8d-aa5a-4fd7-b4aa-6b8ae9cc6266/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:6f5b8152-4123-442a-864f-6218d546b739/sclamp/Season_Information[2],uuid:6f5b8152-4123-442a-864f-6218d546b739/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:6f5b8152-4123-442a-864f-6218d546b739/sclamp/Season_Information[2],uuid:6f5b8152-4123-442a-864f-6218d546b739/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:6f5b8152-4123-442a-864f-6218d546b739/sclamp/Season_Information[2],uuid:6f5b8152-4123-442a-864f-6218d546b739/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Shortage_of_rain,,High,uuid:fa7ad795-633f-458f-a7d5-6e3016bbd179/sclamp/Season_Information[1],uuid:fa7ad795-633f-458f-a7d5-6e3016bbd179/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:fa7ad795-633f-458f-a7d5-6e3016bbd179/sclamp/Season_Information[1],uuid:fa7ad795-633f-458f-a7d5-6e3016bbd179/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:fa7ad795-633f-458f-a7d5-6e3016bbd179/sclamp/Season_Information[1],uuid:fa7ad795-633f-458f-a7d5-6e3016bbd179/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
None,,,uuid:654dba66-6331-45f7-9447-20b78b53eb27/sclamp/Season_Information[1],uuid:654dba66-6331-45f7-9447-20b78b53eb27/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:654dba66-6331-45f7-9447-20b78b53eb27/sclamp/Season_Information[1],uuid:654dba66-6331-45f7-9447-20b78b53eb27/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:654dba66-6331-45f7-9447-20b78b53eb27/sclamp/Season_Information[1],uuid:654dba66-6331-45f7-9447-20b78b53eb27/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Shortage_of_rain,,High,uuid:76b676cf-4645-4205-82d1-6bb86a23d7b7/sclamp/Season_Information[1],uuid:76b676cf-4645-4205-82d1-6bb86a23d7b7/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:76b676cf-4645-4205-82d1-6bb86a23d7b7/sclamp/Season_Information[1],uuid:76b676cf-4645-4205-82d1-6bb86a23d7b7/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:76b676cf-4645-4205-82d1-6bb86a23d7b7/sclamp/Season_Information[1],uuid:76b676cf-4645-4205-82d1-6bb86a23d7b7/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Shortage_of_rain,,High,uuid:1a98d9d5-33b3-4e26-b901-c94efcf02207/sclamp/Season_Information[1],uuid:1a98d9d5-33b3-4e26-b901-c94efcf02207/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:1a98d9d5-33b3-4e26-b901-c94efcf02207/sclamp/Season_Information[1],uuid:1a98d9d5-33b3-4e26-b901-c94efcf02207/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:1a98d9d5-33b3-4e26-b901-c94efcf02207/sclamp/Season_Information[1],uuid:1a98d9d5-33b3-4e26-b901-c94efcf02207/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
None,,,uuid:03bf3cc4-f370-4873-bec1-35b4ae0b692b/sclamp/Season_Information[1],uuid:03bf3cc4-f370-4873-bec1-35b4ae0b692b/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
Shortage_of_rain,,High,uuid:03bf3cc4-f370-4873-bec1-35b4ae0b692b/sclamp/Season_Information[1],uuid:03bf3cc4-f370-4873-bec1-35b4ae0b692b/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:03bf3cc4-f370-4873-bec1-35b4ae0b692b/sclamp/Season_Information[1],uuid:03bf3cc4-f370-4873-bec1-35b4ae0b692b/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
None,,,uuid:22aefda9-67b9-4ad4-bfcf-b2da61d35613/sclamp/Season_Information[1],uuid:22aefda9-67b9-4ad4-bfcf-b2da61d35613/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:22aefda9-67b9-4ad4-bfcf-b2da61d35613/sclamp/Season_Information[1],uuid:22aefda9-67b9-4ad4-bfcf-b2da61d35613/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:22aefda9-67b9-4ad4-bfcf-b2da61d35613/sclamp/Season_Information[1],uuid:22aefda9-67b9-4ad4-bfcf-b2da61d35613/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
None,,,uuid:ee9d9d14-4bf3-4ce0-ac46-1c72c6417b3d/sclamp/Season_Information[1],uuid:ee9d9d14-4bf3-4ce0-ac46-1c72c6417b3d/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:ee9d9d14-4bf3-4ce0-ac46-1c72c6417b3d/sclamp/Season_Information[1],uuid:ee9d9d14-4bf3-4ce0-ac46-1c72c6417b3d/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:ee9d9d14-4bf3-4ce0-ac46-1c72c6417b3d/sclamp/Season_Information[1],uuid:ee9d9d14-4bf3-4ce0-ac46-1c72c6417b3d/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Shortage_of_rain,,High,uuid:0523c3cf-f505-4ef2-a80e-63c294ad0be8/sclamp/Season_Information[1],uuid:0523c3cf-f505-4ef2-a80e-63c294ad0be8/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:0523c3cf-f505-4ef2-a80e-63c294ad0be8/sclamp/Season_Information[1],uuid:0523c3cf-f505-4ef2-a80e-63c294ad0be8/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:0523c3cf-f505-4ef2-a80e-63c294ad0be8/sclamp/Season_Information[1],uuid:0523c3cf-f505-4ef2-a80e-63c294ad0be8/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
None,,,uuid:54b1f438-f6d5-4f71-8d96-ebb8db523b02/sclamp/Season_Information[1],uuid:54b1f438-f6d5-4f71-8d96-ebb8db523b02/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:54b1f438-f6d5-4f71-8d96-ebb8db523b02/sclamp/Season_Information[1],uuid:54b1f438-f6d5-4f71-8d96-ebb8db523b02/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:54b1f438-f6d5-4f71-8d96-ebb8db523b02/sclamp/Season_Information[1],uuid:54b1f438-f6d5-4f71-8d96-ebb8db523b02/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Too_much_rain,,Medium,uuid:f45330f3-84eb-4b17-a3a1-9e527ba68915/sclamp/Season_Information[2],uuid:f45330f3-84eb-4b17-a3a1-9e527ba68915/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:f45330f3-84eb-4b17-a3a1-9e527ba68915/sclamp/Season_Information[2],uuid:f45330f3-84eb-4b17-a3a1-9e527ba68915/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:f45330f3-84eb-4b17-a3a1-9e527ba68915/sclamp/Season_Information[2],uuid:f45330f3-84eb-4b17-a3a1-9e527ba68915/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Soil_fertility_exhaustion,,Medium,uuid:87551d34-57dd-475f-ac0e-c82e74cc464e/sclamp/Season_Information[1],uuid:87551d34-57dd-475f-ac0e-c82e74cc464e/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:87551d34-57dd-475f-ac0e-c82e74cc464e/sclamp/Season_Information[1],uuid:87551d34-57dd-475f-ac0e-c82e74cc464e/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:87551d34-57dd-475f-ac0e-c82e74cc464e/sclamp/Season_Information[1],uuid:87551d34-57dd-475f-ac0e-c82e74cc464e/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Shortage_of_rain,,High,uuid:d400aac4-934d-4a92-9463-21e0c8816878/sclamp/Season_Information[1],uuid:d400aac4-934d-4a92-9463-21e0c8816878/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:d400aac4-934d-4a92-9463-21e0c8816878/sclamp/Season_Information[1],uuid:d400aac4-934d-4a92-9463-21e0c8816878/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:d400aac4-934d-4a92-9463-21e0c8816878/sclamp/Season_Information[1],uuid:d400aac4-934d-4a92-9463-21e0c8816878/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
None,,,uuid:1664f131-1fd5-4c53-85fd-11f1ab63a8c0/sclamp/Season_Information[2],uuid:1664f131-1fd5-4c53-85fd-11f1ab63a8c0/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:1664f131-1fd5-4c53-85fd-11f1ab63a8c0/sclamp/Season_Information[2],uuid:1664f131-1fd5-4c53-85fd-11f1ab63a8c0/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:1664f131-1fd5-4c53-85fd-11f1ab63a8c0/sclamp/Season_Information[2],uuid:1664f131-1fd5-4c53-85fd-11f1ab63a8c0/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,High,uuid:c6526d4e-1b9c-4767-af32-0a20eba32a85/sclamp/Season_Information[2],uuid:c6526d4e-1b9c-4767-af32-0a20eba32a85/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Red_spider_mite,,Medium,uuid:c6526d4e-1b9c-4767-af32-0a20eba32a85/sclamp/Season_Information[2],uuid:c6526d4e-1b9c-4767-af32-0a20eba32a85/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:c6526d4e-1b9c-4767-af32-0a20eba32a85/sclamp/Season_Information[2],uuid:c6526d4e-1b9c-4767-af32-0a20eba32a85/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:6cd40c30-935b-42a6-a10f-6cfb8c3beb89/sclamp/Season_Information[2],uuid:6cd40c30-935b-42a6-a10f-6cfb8c3beb89/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:6cd40c30-935b-42a6-a10f-6cfb8c3beb89/sclamp/Season_Information[2],uuid:6cd40c30-935b-42a6-a10f-6cfb8c3beb89/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:6cd40c30-935b-42a6-a10f-6cfb8c3beb89/sclamp/Season_Information[2],uuid:6cd40c30-935b-42a6-a10f-6cfb8c3beb89/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Thrips_Western_flower_thrips,,Medium,uuid:bc0079c2-a307-4585-8bb9-1571a8a6d15d/sclamp/Season_Information[3],uuid:bc0079c2-a307-4585-8bb9-1571a8a6d15d/sclamp/Season_Information[3]/constraints_for_tomato_production[1]
Leaf_eaters,,Low,uuid:bc0079c2-a307-4585-8bb9-1571a8a6d15d/sclamp/Season_Information[3],uuid:bc0079c2-a307-4585-8bb9-1571a8a6d15d/sclamp/Season_Information[3]/constraints_for_tomato_production[2]
Cut_worm,,Low,uuid:bc0079c2-a307-4585-8bb9-1571a8a6d15d/sclamp/Season_Information[3],uuid:bc0079c2-a307-4585-8bb9-1571a8a6d15d/sclamp/Season_Information[3]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:0855e719-f822-4927-b68d-89b03321040f/sclamp/Season_Information[2],uuid:0855e719-f822-4927-b68d-89b03321040f/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Red_spider_mite,,Medium,uuid:0855e719-f822-4927-b68d-89b03321040f/sclamp/Season_Information[2],uuid:0855e719-f822-4927-b68d-89b03321040f/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:0855e719-f822-4927-b68d-89b03321040f/sclamp/Season_Information[2],uuid:0855e719-f822-4927-b68d-89b03321040f/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Other_leaf_miners_Lirimyza_species,,Low,uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b/sclamp/Season_Information[2],uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b/sclamp/Season_Information[2],uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b/sclamp/Season_Information[2],uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Red_spider_mite,,Low,uuid:6e05f380-9241-43d9-9325-6d19f24a6212/sclamp/Season_Information[2],uuid:6e05f380-9241-43d9-9325-6d19f24a6212/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Cut_worm,,Low,uuid:6e05f380-9241-43d9-9325-6d19f24a6212/sclamp/Season_Information[2],uuid:6e05f380-9241-43d9-9325-6d19f24a6212/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Soil_fertility_exhaustion,,Low,uuid:6e05f380-9241-43d9-9325-6d19f24a6212/sclamp/Season_Information[2],uuid:6e05f380-9241-43d9-9325-6d19f24a6212/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Red_spider_mite,,High,uuid:32868d6c-7705-4c0e-b941-32ae95cb8b8d/sclamp/Season_Information[2],uuid:32868d6c-7705-4c0e-b941-32ae95cb8b8d/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Leaf_eaters,,High,uuid:32868d6c-7705-4c0e-b941-32ae95cb8b8d/sclamp/Season_Information[2],uuid:32868d6c-7705-4c0e-b941-32ae95cb8b8d/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:32868d6c-7705-4c0e-b941-32ae95cb8b8d/sclamp/Season_Information[2],uuid:32868d6c-7705-4c0e-b941-32ae95cb8b8d/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Soil_fertility_exhaustion,,High,uuid:5ce5d308-30fc-442d-98e5-4424f5451d12/sclamp/Season_Information[1],uuid:5ce5d308-30fc-442d-98e5-4424f5451d12/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:5ce5d308-30fc-442d-98e5-4424f5451d12/sclamp/Season_Information[1],uuid:5ce5d308-30fc-442d-98e5-4424f5451d12/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:5ce5d308-30fc-442d-98e5-4424f5451d12/sclamp/Season_Information[1],uuid:5ce5d308-30fc-442d-98e5-4424f5451d12/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Plant_diseases,,High,uuid:dfb6b447-cf8e-4546-9c54-642af0dbb640/sclamp/Season_Information[2],uuid:dfb6b447-cf8e-4546-9c54-642af0dbb640/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Shortage_of_rain,,High,uuid:dfb6b447-cf8e-4546-9c54-642af0dbb640/sclamp/Season_Information[2],uuid:dfb6b447-cf8e-4546-9c54-642af0dbb640/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Soil_fertility_exhaustion,,High,uuid:dfb6b447-cf8e-4546-9c54-642af0dbb640/sclamp/Season_Information[2],uuid:dfb6b447-cf8e-4546-9c54-642af0dbb640/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Drought,,High,uuid:2e51ab35-59fe-4fc7-96d2-a4c2c99833c3/sclamp/Season_Information[1],uuid:2e51ab35-59fe-4fc7-96d2-a4c2c99833c3/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
Shortage_of_rain,,High,uuid:2e51ab35-59fe-4fc7-96d2-a4c2c99833c3/sclamp/Season_Information[1],uuid:2e51ab35-59fe-4fc7-96d2-a4c2c99833c3/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:2e51ab35-59fe-4fc7-96d2-a4c2c99833c3/sclamp/Season_Information[1],uuid:2e51ab35-59fe-4fc7-96d2-a4c2c99833c3/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Shortage_of_rain,,High,uuid:ca5c8be2-aad1-452c-a6cc-385bc41a49ab/sclamp/Season_Information[2],uuid:ca5c8be2-aad1-452c-a6cc-385bc41a49ab/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:ca5c8be2-aad1-452c-a6cc-385bc41a49ab/sclamp/Season_Information[2],uuid:ca5c8be2-aad1-452c-a6cc-385bc41a49ab/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:ca5c8be2-aad1-452c-a6cc-385bc41a49ab/sclamp/Season_Information[2],uuid:ca5c8be2-aad1-452c-a6cc-385bc41a49ab/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
other,Lack of land,High,uuid:abdd2e3e-d7d9-4065-aabd-0ca5117fd24f/sclamp/Season_Information[1],uuid:abdd2e3e-d7d9-4065-aabd-0ca5117fd24f/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:abdd2e3e-d7d9-4065-aabd-0ca5117fd24f/sclamp/Season_Information[1],uuid:abdd2e3e-d7d9-4065-aabd-0ca5117fd24f/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:abdd2e3e-d7d9-4065-aabd-0ca5117fd24f/sclamp/Season_Information[1],uuid:abdd2e3e-d7d9-4065-aabd-0ca5117fd24f/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Drought,,Medium,uuid:b30122aa-7bb6-4cd4-b4d3-fbe1463e2b28/sclamp/Season_Information[2],uuid:b30122aa-7bb6-4cd4-b4d3-fbe1463e2b28/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Shortage_of_rain,,High,uuid:b30122aa-7bb6-4cd4-b4d3-fbe1463e2b28/sclamp/Season_Information[2],uuid:b30122aa-7bb6-4cd4-b4d3-fbe1463e2b28/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:b30122aa-7bb6-4cd4-b4d3-fbe1463e2b28/sclamp/Season_Information[2],uuid:b30122aa-7bb6-4cd4-b4d3-fbe1463e2b28/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,High,uuid:ea6e450a-49ef-443b-9aa3-abff3a992274/sclamp/Season_Information[2],uuid:ea6e450a-49ef-443b-9aa3-abff3a992274/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
other,Lack of  irrigation land,High,uuid:ea6e450a-49ef-443b-9aa3-abff3a992274/sclamp/Season_Information[2],uuid:ea6e450a-49ef-443b-9aa3-abff3a992274/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:ea6e450a-49ef-443b-9aa3-abff3a992274/sclamp/Season_Information[2],uuid:ea6e450a-49ef-443b-9aa3-abff3a992274/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Drought,,High,uuid:277c27a6-4561-45b5-ab69-03934e5cb774/sclamp/Season_Information[2],uuid:277c27a6-4561-45b5-ab69-03934e5cb774/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Shortage_of_rain,,High,uuid:277c27a6-4561-45b5-ab69-03934e5cb774/sclamp/Season_Information[2],uuid:277c27a6-4561-45b5-ab69-03934e5cb774/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:277c27a6-4561-45b5-ab69-03934e5cb774/sclamp/Season_Information[2],uuid:277c27a6-4561-45b5-ab69-03934e5cb774/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:b0b72f5e-c3c0-4fdf-a9a3-900724b85bdf/sclamp/Season_Information[2],uuid:b0b72f5e-c3c0-4fdf-a9a3-900724b85bdf/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:b0b72f5e-c3c0-4fdf-a9a3-900724b85bdf/sclamp/Season_Information[2],uuid:b0b72f5e-c3c0-4fdf-a9a3-900724b85bdf/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
