position,so_far,food_category,generated_note_name_291,generated_note_name_292,generated_note_name_293,generated_note_name_294,generated_note_name_295,generated_note_name_296,generated_note_name_297,generated_note_name_298,generated_note_name_299,generated_note_name_300,generated_note_name_301,generated_note_name_302,generated_note_name_303,generated_note_name_304,generated_note_name_305,generated_note_name_306,generated_note_name_307,generated_note_name_308,generated_note_name_309,generated_note_name_310,generated_note_name_311,generated_note_name_312,child_children_upto_59_months_yesterday,child_children_up_to_7_days,mother_to_the_child_children_yesterday,mother_to_child_children_upto_7_days,PARENT_KEY,KEY
6,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal_outsid,Fruits,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[6]
7,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal_,Other_fruits,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[7]
8,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal_ou,Organ_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[8]
9,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal_ou,Flesh_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[9]
10,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal_outside_,Eggs,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[10]
11,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal_outside_,Fish,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[11]
12,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal_outsid,Pulses,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[12]
13,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal,Milk_Products,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[13]
14,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal,Oils_and_fats,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[14]
15,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages ,Red_palm_products,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[15]
16,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal_outsid,Sweets,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[16]
17,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Be,Sugar_sweetened_beverages,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Yes,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[17]
18,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal,Oils_and_fats,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[18]
19,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal_out,Beverages,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[19]
20,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal_out,Beverages,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[20]
21,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages Meal_out,Beverages,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[21]
22,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Oils_and_fats Beverages Beverages Beverages ,Meal_outside_home,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/DIEATRY_DIVERSITY_SCORE[22]
1,~,Cereals,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[1]
2,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home W,Tubers_and_Vegetables,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[2]
3,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home ,White_tubers_and_roots,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[3]
4,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_,Dark_green_leafy_vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[4]
5,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White_tubers,Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[5]
6,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White_tubers_and,Fruits,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[6]
7,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White_tube,Other_fruits,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[7]
8,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White_tubers,Organ_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[8]
9,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White_tubers,Flesh_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[9]
10,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White_tubers_and_r,Eggs,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[10]
11,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White_tubers_and_r,Fish,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[11]
12,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White_tubers_and,Pulses,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[12]
13,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White_tub,Milk_Products,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[13]
14,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White_tub,Oils_and_fats,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[14]
15,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White,Red_palm_products,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[15]
16,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White_tubers_and,Sweets,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[16]
17,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_ho,Sugar_sweetened_beverages,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[17]
18,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_ho,Condiments_and_seasonings,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[18]
19,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White_tubers_,Beverages,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[19]
20,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_hom,Savoury_and_fried_snacks,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[20]
21,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home White,Meal_outside_home,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[21]
22,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Pulses Milk_Products Oils_and_fats Red_palm_products Sweets Sugar_sweetened_beverages Condiments_and_seasonings Beverages Savoury_and_fried_snacks Meal_outside_home ,White_tubers_and_roots,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4,uuid:d0527f40-751b-40e0-9fad-17bbddbf95f4/sclamp/DIEATRY_DIVERSITY_SCORE[22]
1,~,Cereals,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[1]
2,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiment,Tubers_and_Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[2]
3,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condimen,White_tubers_and_roots,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[3]
4,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Con,Dark_green_leafy_vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[4]
5,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_seaso,Vegetables,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[5]
6,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_seasoning,Fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[6]
7,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_sea,Other_fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[7]
8,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_seasoning,Fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[8]
9,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_sea,Other_fruits,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[9]
10,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_seaso,Organ_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[10]
11,Cereals Tubers_and_Vegetables White_tubers_and_roots Dark_green_leafy_vegetables Vegetables Fruits Other_fruits Fruits Other_fruits Organ_meat Flesh_meat Eggs Fish Flesh_meat Pulses Nuts_and_seeds Milk_Products Oils_and_fats Red_palm_products Sweets Condiments_and_seaso,Flesh_meat,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509,uuid:3f87c363-1ab5-4116-ac01-e6aa3cc41509/sclamp/DIEATRY_DIVERSITY_SCORE[11]
