three_other_constraints_for_tomato_production_Feb_March_2020,other_constraints_for_tomato_production_Feb_March_2020,level_of_severity_tomato_production_Feb_March_2020,PARENT_KEY,KEY
Too_much_rain,,Medium,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,Low,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[2]
Cut_worm,,Low,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[3]
Aphids,,Low,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[1]
other,Butterflies,Low,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:6283e625-98f2-45e6-a7e8-764b970aa1ec/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:6283e625-98f2-45e6-a7e8-764b970aa1ec/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Too_much_rain,,High,uuid:472975f4-4795-4eea-a6b4-4e9781e3be1d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:472975f4-4795-4eea-a6b4-4e9781e3be1d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:9390008a-a015-4d66-9be8-dfec73c7cc0c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:9390008a-a015-4d66-9be8-dfec73c7cc0c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:2851c99b-41cd-4eb7-8d1c-fcf163eea943/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:2851c99b-41cd-4eb7-8d1c-fcf163eea943/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
,,,uuid:e397a1cc-4ab7-406f-92d6-facf1079d070/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e397a1cc-4ab7-406f-92d6-facf1079d070/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Other_leaf_miners_Lirimyza_spec,,Medium,uuid:c6d0943a-3436-405c-8962-287e761a465d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:c6d0943a-3436-405c-8962-287e761a465d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Soil_fertility_exhaustion_,,High,uuid:c6d0943a-3436-405c-8962-287e761a465d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:c6d0943a-3436-405c-8962-287e761a465d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
other,Lack of good insecticides,High,uuid:c6d0943a-3436-405c-8962-287e761a465d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:c6d0943a-3436-405c-8962-287e761a465d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[3]
Too_much_rain,,High,uuid:14d6b913-d38f-45f7-8870-d404d73dbba0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:14d6b913-d38f-45f7-8870-d404d73dbba0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:14d6b913-d38f-45f7-8870-d404d73dbba0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:14d6b913-d38f-45f7-8870-d404d73dbba0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Aphids,,Medium,uuid:14d6b913-d38f-45f7-8870-d404d73dbba0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:14d6b913-d38f-45f7-8870-d404d73dbba0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[3]
other,Bright,High,uuid:ece97d7a-a0fd-41f0-98c1-4fd5c079fe79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ece97d7a-a0fd-41f0-98c1-4fd5c079fe79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Other_leaf_miners_Lirimyza_spec,,Medium,uuid:ece97d7a-a0fd-41f0-98c1-4fd5c079fe79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ece97d7a-a0fd-41f0-98c1-4fd5c079fe79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Leaf_eaters_,,Medium,uuid:ece97d7a-a0fd-41f0-98c1-4fd5c079fe79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ece97d7a-a0fd-41f0-98c1-4fd5c079fe79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[3]
Shortage_of_rain,,High,uuid:6b6f1e90-072e-4c89-a47f-ded25ce395af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:6b6f1e90-072e-4c89-a47f-ded25ce395af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
other,Thieves,Medium,uuid:6b6f1e90-072e-4c89-a47f-ded25ce395af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:6b6f1e90-072e-4c89-a47f-ded25ce395af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[2]
Red_spider_mite,,Medium,uuid:6b6f1e90-072e-4c89-a47f-ded25ce395af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:6b6f1e90-072e-4c89-a47f-ded25ce395af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[3]
Plant_diseases_,,High,uuid:a51b1120-ec78-4e07-9f86-71a8420c5feb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a51b1120-ec78-4e07-9f86-71a8420c5feb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Red_spider_mite,,Low,uuid:a51b1120-ec78-4e07-9f86-71a8420c5feb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a51b1120-ec78-4e07-9f86-71a8420c5feb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:de15c0ff-8439-45bc-ad13-7940e2cd46ff/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:de15c0ff-8439-45bc-ad13-7940e2cd46ff/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:d4a71b1e-635b-40bf-8cc5-b3a2c66d6fbc/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:d4a71b1e-635b-40bf-8cc5-b3a2c66d6fbc/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:7139d3cd-16bc-4706-b40a-935412f6ad11/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:7139d3cd-16bc-4706-b40a-935412f6ad11/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Soil_fertility_exhaustion_,,High,uuid:7139d3cd-16bc-4706-b40a-935412f6ad11/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:7139d3cd-16bc-4706-b40a-935412f6ad11/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:e4bd52b8-0f2d-445d-9646-2290f1814f0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e4bd52b8-0f2d-445d-9646-2290f1814f0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Cut_worm,,High,uuid:e4bd52b8-0f2d-445d-9646-2290f1814f0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e4bd52b8-0f2d-445d-9646-2290f1814f0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:3e1a773a-3e2e-488c-9790-c76a256bb3c0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:3e1a773a-3e2e-488c-9790-c76a256bb3c0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:4cf863ff-d9e5-49e7-b7d1-dc2b1b9462c7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:4cf863ff-d9e5-49e7-b7d1-dc2b1b9462c7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[1]
Thrips_Western_flower_thrips_et,,High,uuid:c1ca06ab-dc5b-4c21-9f45-66dfa8f55d58/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:c1ca06ab-dc5b-4c21-9f45-66dfa8f55d58/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:ece8c09f-0625-4c88-9b53-5cbc1d442f7f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:ece8c09f-0625-4c88-9b53-5cbc1d442f7f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:3bb27607-5aaf-4d0f-9b55-33a520d8cb4f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:3bb27607-5aaf-4d0f-9b55-33a520d8cb4f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:8a49b34a-53c4-48e6-acf9-4f0b91412938/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:8a49b34a-53c4-48e6-acf9-4f0b91412938/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
other,,,uuid:55dd0014-cfd5-4461-b5d5-aab65417a48c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:55dd0014-cfd5-4461-b5d5-aab65417a48c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
other,Cloud cover,Medium,uuid:26c0764f-4b2b-4f7d-b4cf-196c4e0e8c9d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:26c0764f-4b2b-4f7d-b4cf-196c4e0e8c9d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Too_much_rain,,High,uuid:78bf4c92-660c-488f-98ab-97af73e54de4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:78bf4c92-660c-488f-98ab-97af73e54de4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,Animal  rearing  in the garden ,Medium,uuid:c1ae1cf1-35da-4a4c-b00f-a33553b2485b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:c1ae1cf1-35da-4a4c-b00f-a33553b2485b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Too_much_rain,,High,uuid:51bf1cc9-a26e-4b29-8845-9b529c9e9cfb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:51bf1cc9-a26e-4b29-8845-9b529c9e9cfb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[1]
Drought,,Medium,uuid:24f3f9b6-3402-4ff2-ab46-df0ddd80e00f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:24f3f9b6-3402-4ff2-ab46-df0ddd80e00f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
other,Cloud cover,Medium,uuid:24f3f9b6-3402-4ff2-ab46-df0ddd80e00f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:24f3f9b6-3402-4ff2-ab46-df0ddd80e00f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[2]
Drought,,High,uuid:a2e0cd54-84d9-4d00-ad78-eee20a7979d2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a2e0cd54-84d9-4d00-ad78-eee20a7979d2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Drought,,High,uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[1]
Cut_worm,,Low,uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,Medium,uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[2]
Too_much_rain,,Medium,uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[3]
White_flies,,Low,uuid:efc71b22-348e-409c-9c4d-d7e96a72d1a2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:efc71b22-348e-409c-9c4d-d7e96a72d1a2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,Low,uuid:efc71b22-348e-409c-9c4d-d7e96a72d1a2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:efc71b22-348e-409c-9c4d-d7e96a72d1a2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Too_much_rain,,High,uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,Medium,uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,Birds,Low,uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Cut_worm,,Low,uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[1]
Soil_fertility_exhaustion_,,High,uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[2]
Cut_worm,,Low,uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,Medium,uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Too_much_rain,,Medium,uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[3]
Too_much_rain,,Medium,uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,Low,uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Too_much_rain,,Medium,uuid:67cd64a9-356f-42f1-a7d8-a0146cb543d9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:67cd64a9-356f-42f1-a7d8-a0146cb543d9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,Cloud cover,Medium,uuid:41a0d048-6984-48a2-83a8-bd0e539ddceb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:41a0d048-6984-48a2-83a8-bd0e539ddceb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Drought,,High,uuid:47723d49-7247-438c-828d-fd058255c78f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:47723d49-7247-438c-828d-fd058255c78f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Drought,,High,uuid:fb497324-4399-4045-93b0-902c2733c5ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:fb497324-4399-4045-93b0-902c2733c5ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Drought,,High,uuid:60a68405-60e8-4678-930a-e21b31d1230f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:60a68405-60e8-4678-930a-e21b31d1230f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,"Limited finances to acquire  necessary  inputs like fertilisers,  pesticide etc",Medium,uuid:ed18b15f-532b-4de1-b373-c902f78bdb22/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ed18b15f-532b-4de1-b373-c902f78bdb22/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:fd7cc810-0406-4d32-b01f-ed7ed530cf88/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:fd7cc810-0406-4d32-b01f-ed7ed530cf88/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Too_much_rain,,High,uuid:73c87c15-4de3-4785-a6c3-46c744464d12/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:73c87c15-4de3-4785-a6c3-46c744464d12/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:73c87c15-4de3-4785-a6c3-46c744464d12/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:73c87c15-4de3-4785-a6c3-46c744464d12/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:1caa0fe8-838d-4ba4-b216-e5ee1e993dc9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:1caa0fe8-838d-4ba4-b216-e5ee1e993dc9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:cbbf6dc4-126e-4acd-9158-fe997842e98d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:cbbf6dc4-126e-4acd-9158-fe997842e98d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,Fog and mist,High,uuid:dbaddb91-4a28-4b66-8994-0e37783ac8e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:dbaddb91-4a28-4b66-8994-0e37783ac8e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:f69a21ba-ff24-42c1-b5bf-eff717580548/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:f69a21ba-ff24-42c1-b5bf-eff717580548/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Soil_fertility_exhaustion_,,High,uuid:f3910e58-f8dc-44cf-8b28-aa5c58de4245/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:f3910e58-f8dc-44cf-8b28-aa5c58de4245/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:8cf2839e-5d9d-42e7-b25b-c4a456563524/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:8cf2839e-5d9d-42e7-b25b-c4a456563524/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:a0d37626-a05e-414c-ad78-4c39f5c41d7f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a0d37626-a05e-414c-ad78-4c39f5c41d7f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Soil_fertility_exhaustion_,,High,uuid:d63f054e-8b3a-4fcd-9ab5-4a4552f4be52/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:d63f054e-8b3a-4fcd-9ab5-4a4552f4be52/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,None,Low,uuid:af0eeb10-578b-44e5-ae64-56af198344d8/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5],uuid:af0eeb10-578b-44e5-ae64-56af198344d8/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:5eaf2b32-8c70-4383-8839-01d7460d065a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:5eaf2b32-8c70-4383-8839-01d7460d065a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:6935555e-b06a-4c8a-83ee-647558eefc12/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:6935555e-b06a-4c8a-83ee-647558eefc12/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
