plot_id_Feb_March_2020,plot_location_name_Feb_March_2020,main_crop_on_this_plot_Feb_March_2020,plot_area_acres_Feb_March_2020,plot_tenure_Feb_March_2020,plot_tenure_other_Feb_March_2020,who_in_the_household_makes_decision_Feb_March_2020,how_fertile_is_the_soil_of_this_Feb_March_2020,what_is_surrounding_this_plot_Feb_March_2020,what_is_surrounding_this_plot_other_Feb_March_2020,is_intercropping_on_this_plot_Feb_March_2020,is_push_pull_technology_on_this_plot_Feb_March_2020,is_plot_irrigated_Feb_March_2020,has_this_plot_received_fertilizer_Feb_March_2020,has_this_plot_received_insecticide_Feb_March_2020,has_this_plot_received_herbicide_Feb_March_2020,total_production_harvested_dry_Feb_March_2020,did_crop_suffer_from_FAW_Feb_March_2020,percentage_of_production_lost_due_to_FAW_Feb_March_2020,did_crop_suffer_from_Stem-borer_Feb_March_2020,percentage_of_production_lost_due_to_Stem-borer_Feb_March_2020,did_crop_suffer_from_Striga_Feb_March_2020,percentage_of_production_lost_due_to_Striga_Feb_March_2020,did_crop_suffer_from_tuta_Absoluta_Feb_March_2020,percentage_of_production_lost_due_to_tuta_Absoluta_Feb_March_2020,PARENT_KEY,KEY
3,Zabanyanya 2,Maize,0.25,Rented_shared_in,,Spouse,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,200.0,Yes,30.0,Yes,20.0,No,,,,uuid:a2e0cd54-84d9-4d00-ad78-eee20a7979d2,uuid:a2e0cd54-84d9-4d00-ad78-eee20a7979d2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Magola,Maize,0.5,Owned,,Head_,Medium,Forest,,Yes,No,No,No,Yes,No,150.0,Yes,16.67,Yes,6.67,Yes,26.67,,,uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b,uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kisenyi 1,Maize,2.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,200.0,Yes,16.67,Yes,6.67,Yes,26.67,,,uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b,uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kisenyi 2,Maize,0.5,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,150.0,Yes,16.67,Yes,6.67,,,,,uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b,uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
2,Kisenyi 1,Tomato,0.5,Owned,,Head_,Medium,Farmeland,,No,,Yes,No,Yes,No,100.0,,,,,,,Yes,25.0,uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b,uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]
1,Waka,Tomato,0.25,Owned,,Spouse,Medium,Farmeland,,No,,No,No,No,No,100.0,,,,,,,Yes,16.0,uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c,uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Bunangakha,Maize,0.5,Owned,,Spouse,Good,Farmeland,,Yes,No,No,Yes,Yes,No,450.0,Yes,8.0,Yes,1.3,No,,,,uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c,uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Pasa,Maize,1.5,Owned,,Head_and_other_household_member,Medium,Farmeland,,Yes,No,No,No,No,No,500.0,Yes,6.43,Yes,4.28,No,,,,uuid:79dbad5f-9e43-4506-9f2c-d084b304937d,uuid:79dbad5f-9e43-4506-9f2c-d084b304937d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Waka,Maize,0.5,Owned,,Head_,Medium,Farmeland,,Yes,Yes,No,No,No,No,400.0,Yes,11.0,Yes,4.0,No,,,,uuid:efc71b22-348e-409c-9c4d-d7e96a72d1a2,uuid:efc71b22-348e-409c-9c4d-d7e96a72d1a2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kuluzi,Tomato,0.125,Rented_shared_in,,Head_,Medium,Farmeland,,No,,Yes,Yes,Yes,No,280.0,,,,,,,Yes,14.28,uuid:efc71b22-348e-409c-9c4d-d7e96a72d1a2,uuid:efc71b22-348e-409c-9c4d-d7e96a72d1a2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Namukyereko,Maize,0.5,Rented_shared_in,,Head_and_spouse_jointly,Medium,Bush,,Yes,No,No,No,No,No,100.0,Yes,15.0,Yes,10.0,No,,,,uuid:2b1b0f26-426b-4f5c-ad9e-48c6bfd08591,uuid:2b1b0f26-426b-4f5c-ad9e-48c6bfd08591/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Zabanyanya 1,Maize,1.0,Rented_shared_in,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,Yes,No,Yes,Yes,No,850.0,Yes,16.67,Yes,2.5,No,,,,uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2,uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Bulambuli,Maize,4.0,Rented_shared_in,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,Yes,Yes,Yes,400.0,Yes,14.29,Yes,5.0,No,,,,uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2,uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Zabanyanya 2,Tomato,0.25,Rented_shared_in,,Head_,Medium,Farmeland,,No,,No,Yes,Yes,No,30.0,,,,,,,No,,uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2,uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Waka,Maize,0.5,Owned,,Spouse,Low,Farmeland,,Yes,No,No,No,No,No,50.0,Yes,10.0,Yes,5.0,No,,,,uuid:44bd90b5-b349-4d39-9b23-b196e003f1c1,uuid:44bd90b5-b349-4d39-9b23-b196e003f1c1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Busukuya,Maize,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,150.0,Yes,10.0,Yes,2.0,No,,,,uuid:44bd90b5-b349-4d39-9b23-b196e003f1c1,uuid:44bd90b5-b349-4d39-9b23-b196e003f1c1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Waka,Maize,0.5,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,Yes,Yes,No,450.0,Yes,10.0,Yes,10.0,No,,,,uuid:b80757f7-862e-4805-980e-40db4114e85c,uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Nangolo,Tomato,0.25,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,Yes,Yes,No,No,600.0,,,,,,,No,,uuid:b80757f7-862e-4805-980e-40db4114e85c,uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Wampewo,Maize,1.5,Owned,,Spouse,Medium,Farmeland,,Yes,No,No,No,Yes,No,850.0,Yes,1.5,Yes,2.0,Yes,2.0,,,uuid:809ac499-5b8b-4bf9-a3d9-facae0ac5769,uuid:809ac499-5b8b-4bf9-a3d9-facae0ac5769/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Mwanafa,Maize,1.0,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,No,Yes,No,1000.0,Yes,12.0,Yes,1.5,No,,,,uuid:809ac499-5b8b-4bf9-a3d9-facae0ac5769,uuid:809ac499-5b8b-4bf9-a3d9-facae0ac5769/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Kibiniko,Tomato,0.25,Owned,,Spouse,Low,other,Neighbour's crops,No,,Yes,No,Yes,No,255.0,,,,,,,No,,uuid:efebad0e-8919-4ffb-8276-08db82f6c131,uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Wagulu,Maize,0.5,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,No,No,No,250.0,Yes,20.0,Yes,5.0,Yes,30.0,,,uuid:efebad0e-8919-4ffb-8276-08db82f6c131,uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Pasa,Maize,0.5,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,Yes,Yes,No,500.0,Yes,4.17,Yes,1.67,No,,,,uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb,uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Masere,Tomato,0.25,Owned,,Head_,Low,Pasture_,,No,,No,Yes,Yes,No,200.0,,,,,,,Yes,21.43,uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb,uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Home,Maize,0.5,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,Yes,Yes,No,200.0,Yes,11.0,Yes,3.0,No,,,,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Manyati,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,300.0,Yes,14.23,Yes,3.0,Yes,6.429,,,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kumuga,Maize,0.5,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,No,Yes,No,400.0,Yes,25.0,Yes,3.0,No,,,,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Wamanga,Maize,1.0,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,No,Yes,No,400.0,Yes,18.75,Yes,2.5,No,,,,uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3,uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Wampewo 1,Maize,0.25,Rented_shared_in,,Spouse,Good,Farmeland,,Yes,No,No,No,Yes,No,400.0,Yes,13.33,Yes,2.0,No,,,,uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3,uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Zabanyanya,Maize,1.0,Owned,,Head_,Good,other,Neighbour's crops,Yes,No,No,Yes,Yes,No,700.0,Yes,2.0,Yes,5.0,Yes,15.0,,,uuid:c1ba5983-a0f4-4360-95b3-52303a86698c,uuid:c1ba5983-a0f4-4360-95b3-52303a86698c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Nambale,Maize,0.25,Owned,,Spouse,Good,Farmeland,,Yes,No,No,No,No,No,300.0,Yes,18.0,Yes,5.0,Yes,25.0,,,uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e,uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Nambale,Tomato,0.25,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,,No,Yes,Yes,No,54.0,,,,,,,No,,uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e,uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Wampewo ,Maize,0.5,Rented_shared_in,,Head_and_spouse_jointly,Good,other,Neighbour's crops,No,No,No,No,No,No,200.0,Yes,25.0,Yes,4.0,No,,,,uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e,uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Nashisa,Maize,2.0,Owned,,Head_,Good,Farmeland,,Yes,No,No,Yes,Yes,No,1000.0,Yes,40.0,Yes,5.0,No,,,,uuid:212580f2-9ce4-4ae3-b034-d72390393977,uuid:212580f2-9ce4-4ae3-b034-d72390393977/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Zabanyanya,Maize,1.0,Rented_shared_in,,Spouse,Good,Farmeland,,Yes,No,No,Yes,Yes,No,500.0,Yes,20.0,Yes,10.0,No,,,,uuid:212580f2-9ce4-4ae3-b034-d72390393977,uuid:212580f2-9ce4-4ae3-b034-d72390393977/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Mukholi,Maize,0.5,Owned,,Spouse,Good,Farmeland,,Yes,No,No,No,Yes,No,500.0,Yes,2.5,Yes,1.67,Yes,1.67,,,uuid:d311cd2d-b41a-476f-abf6-436c6a340b01,uuid:d311cd2d-b41a-476f-abf6-436c6a340b01/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Maako,Maize,0.25,Owned,,Spouse,Medium,Farmeland,,Yes,No,No,No,Yes,No,200.0,Yes,4.0,Yes,4.0,No,,,,uuid:d311cd2d-b41a-476f-abf6-436c6a340b01,uuid:d311cd2d-b41a-476f-abf6-436c6a340b01/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Roadside,Maize,0.75,Owned,,Spouse,Medium,Settlement,,Yes,No,No,No,Yes,No,1000.0,Yes,8.33,Yes,8.33,No,,,,uuid:d311cd2d-b41a-476f-abf6-436c6a340b01,uuid:d311cd2d-b41a-476f-abf6-436c6a340b01/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Manyati,Maize,0.5,Owned,,Head_,Good,Forest,,Yes,No,No,No,No,No,150.0,Yes,10.0,No,,No,,,,uuid:67cd64a9-356f-42f1-a7d8-a0146cb543d9,uuid:67cd64a9-356f-42f1-a7d8-a0146cb543d9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Wampewo,Tomato,0.25,Rented_shared_in,,Head_,Good,Farmeland,,Yes,,Yes,Yes,Yes,No,40.0,,,,,,,Yes,46.0,uuid:67cd64a9-356f-42f1-a7d8-a0146cb543d9,uuid:67cd64a9-356f-42f1-a7d8-a0146cb543d9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Kigwera 1,Maize,1.0,Owned,,Spouse,Good,Farmeland,,Yes,No,No,No,Yes,No,200.0,Yes,28.57,Yes,5.71,Yes,8.57,,,uuid:41a0d048-6984-48a2-83a8-bd0e539ddceb,uuid:41a0d048-6984-48a2-83a8-bd0e539ddceb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Laliyo,Maize,1.0,Owned,,Spouse,Low,Farmeland,,Yes,No,No,No,Yes,No,100.0,Yes,10.0,Yes,6.67,Yes,50.0,,,uuid:41a0d048-6984-48a2-83a8-bd0e539ddceb,uuid:41a0d048-6984-48a2-83a8-bd0e539ddceb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kigwera 2,Tomato,0.25,Rented_shared_in,,Spouse,Good,Farmeland,,No,,Yes,Yes,Yes,No,80.0,,,,,,,Yes,50.0,uuid:41a0d048-6984-48a2-83a8-bd0e539ddceb,uuid:41a0d048-6984-48a2-83a8-bd0e539ddceb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Wampewo,Maize,1.5,Owned,,Spouse,Low,Forest,,Yes,No,No,Yes,Yes,No,8500.0,Yes,13.33,Yes,20.0,Yes,6.67,,,uuid:89b6bc47-4879-4591-823b-ec8b8231739e,uuid:89b6bc47-4879-4591-823b-ec8b8231739e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Hamoto,Maize,1.0,Owned,,Spouse,Medium,Forest,,Yes,No,No,Yes,Yes,No,500.0,Yes,20.0,Yes,10.0,Yes,10.0,,,uuid:89b6bc47-4879-4591-823b-ec8b8231739e,uuid:89b6bc47-4879-4591-823b-ec8b8231739e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Home,Maize,1.5,Owned,,Spouse,Good,Settlement,,Yes,No,No,No,Yes,No,900.0,Yes,3.33,Yes,2.2,Yes,3.3,,,uuid:89b6bc47-4879-4591-823b-ec8b8231739e,uuid:89b6bc47-4879-4591-823b-ec8b8231739e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Home lower ,Maize,0.5,Owned,,Spouse,Good,Farmeland,,Yes,No,No,No,No,No,150.0,Yes,12.5,No,,No,,,,uuid:47723d49-7247-438c-828d-fd058255c78f,uuid:47723d49-7247-438c-828d-fd058255c78f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Home uppers,Maize,0.5,Owned,,Spouse,Medium,Settlement,,Yes,No,No,No,No,No,100.0,No,,No,,Yes,33.33,,,uuid:47723d49-7247-438c-828d-fd058255c78f,uuid:47723d49-7247-438c-828d-fd058255c78f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Home lower,Tomato,0.5,Owned,,Spouse,Good,Farmeland,,Yes,,No,Yes,Yes,No,400.0,,,,,,,No,,uuid:47723d49-7247-438c-828d-fd058255c78f,uuid:47723d49-7247-438c-828d-fd058255c78f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Zabanyanya,Maize,1.0,Owned,,Spouse,Medium,Forest,,Yes,No,No,Yes,Yes,No,600.0,Yes,10.0,Yes,10.0,Yes,10.0,,,uuid:fb497324-4399-4045-93b0-902c2733c5ea,uuid:fb497324-4399-4045-93b0-902c2733c5ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kibali,Tomato,1.0,Rented_shared_in,,Spouse,Good,Forest,,No,,Yes,Yes,Yes,No,100.0,,,,,,,Yes,25.0,uuid:fb497324-4399-4045-93b0-902c2733c5ea,uuid:fb497324-4399-4045-93b0-902c2733c5ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Home,Maize,0.25,Owned,,Head_,Good,Settlement,,Yes,No,Yes,Yes,Yes,No,250.0,Yes,12.5,Yes,20.0,,,,,uuid:acd6cbf4-d7ec-4454-846d-cbcb488a35ab,uuid:acd6cbf4-d7ec-4454-846d-cbcb488a35ab/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Kigwera,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,No,No,200.0,Yes,11.43,Yes,8.57,Yes,17.14,,,uuid:85747ebe-7301-4275-b5ef-4567b2a3d399,uuid:85747ebe-7301-4275-b5ef-4567b2a3d399/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Buyunga 1,Maize,0.5,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,No,No,No,270.0,Yes,6.67,Yes,3.33,,,,,uuid:85747ebe-7301-4275-b5ef-4567b2a3d399,uuid:85747ebe-7301-4275-b5ef-4567b2a3d399/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Nabinyonyi,Maize,0.5,Owned,,Head_and_spouse_jointly,Medium,Settlement,,Yes,No,No,No,No,No,130.0,Yes,12.0,Yes,8.0,Yes,12.0,,,uuid:85747ebe-7301-4275-b5ef-4567b2a3d399,uuid:85747ebe-7301-4275-b5ef-4567b2a3d399/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Kyewa,Maize,0.75,Owned,,Head_,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,800.0,Yes,10.0,Yes,6.0,Yes,4.0,,,uuid:60a68405-60e8-4678-930a-e21b31d1230f,uuid:60a68405-60e8-4678-930a-e21b31d1230f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kyewa,Tomato,0.25,Owned,,Head_,Medium,Farmeland,,No,,No,Yes,Yes,No,240.0,,,,,,,Yes,10.0,uuid:60a68405-60e8-4678-930a-e21b31d1230f,uuid:60a68405-60e8-4678-930a-e21b31d1230f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Kibali1,Maize,0.5,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,40.0,Yes,25.0,Yes,15.0,Yes,10.0,,,uuid:46191a75-a5f8-44fd-814a-5c461a441973,uuid:46191a75-a5f8-44fd-814a-5c461a441973/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kibali 2,Maize,0.75,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,160.0,Yes,23.33,Yes,10.0,Yes,8.33,,,uuid:46191a75-a5f8-44fd-814a-5c461a441973,uuid:46191a75-a5f8-44fd-814a-5c461a441973/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Wampewo,Maize,1.0,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,Yes,No,700.0,Yes,15.0,Yes,10.0,Yes,25.0,,,uuid:ed18b15f-532b-4de1-b373-c902f78bdb22,uuid:ed18b15f-532b-4de1-b373-c902f78bdb22/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Tabanyanya,Tomato,0.25,Owned,,Head_,Good,Farmeland,,No,,Yes,No,Yes,No,300.0,,,,,,,Yes,25.0,uuid:ed18b15f-532b-4de1-b373-c902f78bdb22,uuid:ed18b15f-532b-4de1-b373-c902f78bdb22/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Home 1,Maize,0.25,Owned,,Spouse,Medium,Settlement,,Yes,No,No,No,Yes,No,40.0,Yes,33.33,No,,Yes,16.67,,,uuid:44995f4f-f38a-4e22-8456-cb16ac9e75ac,uuid:44995f4f-f38a-4e22-8456-cb16ac9e75ac/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Home 2,Maize,0.25,Owned,,Spouse,Good,Settlement,,Yes,No,No,Yes,Yes,No,40.0,Yes,33.33,No,,Yes,16.67,,,uuid:44995f4f-f38a-4e22-8456-cb16ac9e75ac,uuid:44995f4f-f38a-4e22-8456-cb16ac9e75ac/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Home upper land,Maize,0.25,Owned,,Spouse,Good,Settlement,,Yes,No,No,No,Yes,No,40.0,Yes,33.33,No,,Yes,16.67,,,uuid:44995f4f-f38a-4e22-8456-cb16ac9e75ac,uuid:44995f4f-f38a-4e22-8456-cb16ac9e75ac/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Kigweero 1,Maize,3.0,Owned,,Head_,Low,Bush,,Yes,No,No,No,Yes,No,300.0,Yes,5.0,Yes,0.02,Yes,15.0,,,uuid:fd7cc810-0406-4d32-b01f-ed7ed530cf88,uuid:fd7cc810-0406-4d32-b01f-ed7ed530cf88/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,New,Tomato,0.5,Owned,,Head_,Medium,Bush,,Yes,,No,No,Yes,No,75.0,,,,,,,Yes,1.0,uuid:fd7cc810-0406-4d32-b01f-ed7ed530cf88,uuid:fd7cc810-0406-4d32-b01f-ed7ed530cf88/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Walala,Maize,1.5,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,300.0,Yes,5.0,Yes,1.0,Yes,10.0,,,uuid:3c47e1e7-b112-4ae7-9129-fcada8c54241,uuid:3c47e1e7-b112-4ae7-9129-fcada8c54241/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Home,Maize,1.5,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,200.0,Yes,10.0,Yes,0.5,Yes,3.0,,,uuid:3c47e1e7-b112-4ae7-9129-fcada8c54241,uuid:3c47e1e7-b112-4ae7-9129-fcada8c54241/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Waka,Maize,1.0,Owned,,Head_,Low,Bush,,Yes,No,No,No,No,No,200.0,Yes,30.0,Yes,1.0,Yes,20.0,,,uuid:73c87c15-4de3-4785-a6c3-46c744464d12,uuid:73c87c15-4de3-4785-a6c3-46c744464d12/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Nyanya,Tomato,0.25,Owned,,Head_,Good,Bush,,No,,Yes,No,Yes,No,50.0,,,,,,,No,,uuid:73c87c15-4de3-4785-a6c3-46c744464d12,uuid:73c87c15-4de3-4785-a6c3-46c744464d12/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Kasoli 1,Maize,1.0,Rented_shared_in,,Head_,Good,Farmeland,,Yes,No,No,No,Yes,No,300.0,Yes,15.0,Yes,0.1,Yes,5.0,,,uuid:1caa0fe8-838d-4ba4-b216-e5ee1e993dc9,uuid:1caa0fe8-838d-4ba4-b216-e5ee1e993dc9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kasoli 2,Maize,1.0,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,Yes,No,250.0,Yes,7.0,Yes,0.3,Yes,6.0,,,uuid:1caa0fe8-838d-4ba4-b216-e5ee1e993dc9,uuid:1caa0fe8-838d-4ba4-b216-e5ee1e993dc9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Nyanya 1,Tomato,0.5,Owned,,Spouse,Good,Farmeland,,No,,Yes,No,Yes,No,120.0,,,,,,,Yes,0.5,uuid:1caa0fe8-838d-4ba4-b216-e5ee1e993dc9,uuid:1caa0fe8-838d-4ba4-b216-e5ee1e993dc9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Home,Maize,2.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,No,No,600.0,Yes,10.0,Yes,0.5,Yes,15.0,,,uuid:cbbf6dc4-126e-4acd-9158-fe997842e98d,uuid:cbbf6dc4-126e-4acd-9158-fe997842e98d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kigweero,Tomato,0.125,Owned,,Head_,Medium,Farmeland,,No,,No,No,No,No,0.0,,,,,,,Yes,50.0,uuid:cbbf6dc4-126e-4acd-9158-fe997842e98d,uuid:cbbf6dc4-126e-4acd-9158-fe997842e98d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
