other_constraints_for_maize_production_Aug_Sept_2020,other_constraints_Aug_Sept_2020,level_of_severity_maize_production_Aug_Sept_2020,PARENT_KEY,KEY
Soil_fertility_exhaustion_,,Medium,uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[3]
Soil_fertility_exhaustion_,,High,uuid:00c1f00d-1f57-4ceb-b8be-7c11ce98db62/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:00c1f00d-1f57-4ceb-b8be-7c11ce98db62/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,Wind,Medium,uuid:00c1f00d-1f57-4ceb-b8be-7c11ce98db62/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:00c1f00d-1f57-4ceb-b8be-7c11ce98db62/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
other,Thieves,High,uuid:00c1f00d-1f57-4ceb-b8be-7c11ce98db62/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:00c1f00d-1f57-4ceb-b8be-7c11ce98db62/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[3]
Shortage_of_rain,,Medium,uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Medium,uuid:b015ca0d-d4fe-4e14-a86c-31ff1b59d005/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:b015ca0d-d4fe-4e14-a86c-31ff1b59d005/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,Low,uuid:587c5dd5-2a7f-4847-83ea-68a4bb301056/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:587c5dd5-2a7f-4847-83ea-68a4bb301056/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:41eb5bc0-3d94-4b77-a13e-c419df021e79/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:41eb5bc0-3d94-4b77-a13e-c419df021e79/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:bd68435f-87fa-4ae4-867c-4d04276cc6c7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:bd68435f-87fa-4ae4-867c-4d04276cc6c7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:96d8d923-2fa6-45c7-ad34-daa5a92057c7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:96d8d923-2fa6-45c7-ad34-daa5a92057c7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:34d636da-763f-4455-86c4-5b14d06904d7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:34d636da-763f-4455-86c4-5b14d06904d7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:3cc2a0e0-7d55-455d-b46d-c3d5be5a7e73/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:3cc2a0e0-7d55-455d-b46d-c3d5be5a7e73/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:3507a620-cdac-49db-b02a-badd0c7b399e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:3507a620-cdac-49db-b02a-badd0c7b399e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Medium,uuid:a2aa4c0a-6cc2-43f7-972c-86f30290d013/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:a2aa4c0a-6cc2-43f7-972c-86f30290d013/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
other,None,Low,uuid:c7297361-85cf-4cf4-8416-344899beca71/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:c7297361-85cf-4cf4-8416-344899beca71/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,Too much rain,High,uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:8ea3c974-2773-4887-b876-67a06afe9ad0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:8ea3c974-2773-4887-b876-67a06afe9ad0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,Low,uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,Medium,uuid:b76607e5-167a-4bc2-b162-c92fbd835b73/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:b76607e5-167a-4bc2-b162-c92fbd835b73/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,Medium,uuid:e98894f1-3d48-4609-9099-c1dab11f0729/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:e98894f1-3d48-4609-9099-c1dab11f0729/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:fc736717-778a-49ba-8585-51c9aa4f6e6b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:fc736717-778a-49ba-8585-51c9aa4f6e6b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:c2b9c147-bc78-407a-a3ec-9f8a53778b15/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:c2b9c147-bc78-407a-a3ec-9f8a53778b15/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:a364b4b1-a577-4607-bdec-8e0eacced241/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:a364b4b1-a577-4607-bdec-8e0eacced241/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:6ecfec1c-6701-43f4-b761-4edb796ef73d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:6ecfec1c-6701-43f4-b761-4edb796ef73d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,Too much rain,High,uuid:d009f9b4-ea45-45a2-afe0-0610584c9ade/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:d009f9b4-ea45-45a2-afe0-0610584c9ade/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Low,uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
other,Thieves,Low,uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[2]
Soil_fertility_exhaustion_,,High,uuid:70a8cb2c-691a-448c-8676-eae4e3c8e20a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:70a8cb2c-691a-448c-8676-eae4e3c8e20a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Shortage_of_rain,,High,uuid:70a8cb2c-691a-448c-8676-eae4e3c8e20a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:70a8cb2c-691a-448c-8676-eae4e3c8e20a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
other,People destroyed,High,uuid:70a8cb2c-691a-448c-8676-eae4e3c8e20a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:70a8cb2c-691a-448c-8676-eae4e3c8e20a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[3]
Soil_fertility_exhaustion_,,High,uuid:ef1a949c-e26b-47c8-bc1d-d643d28a0aed/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:ef1a949c-e26b-47c8-bc1d-d643d28a0aed/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Medium,uuid:ef1a949c-e26b-47c8-bc1d-d643d28a0aed/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:ef1a949c-e26b-47c8-bc1d-d643d28a0aed/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
other,Poverty,High,uuid:ef1a949c-e26b-47c8-bc1d-d643d28a0aed/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:ef1a949c-e26b-47c8-bc1d-d643d28a0aed/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[3]
Soil_fertility_exhaustion_,,High,uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,Late planting,High,uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Soil_fertility_exhaustion_,,High,uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Shortage_of_rain,,Medium,uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:fb85054d-4557-4ea7-869b-0543a84c544d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[2]
Soil_fertility_exhaustion_,,High,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Other_pests,,Medium,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[2]
Shortage_of_rain,,Medium,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[3]
Soil_fertility_exhaustion_,,High,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[1]
Shortage_of_rain,,Medium,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[2]
Other_pests,,Medium,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[3]
Plant_diseases_,,Medium,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[4]
Soil_fertility_exhaustion_,,High,uuid:9ce59e4a-a05e-4a9d-aeb4-6e38d8c6f657/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:9ce59e4a-a05e-4a9d-aeb4-6e38d8c6f657/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Medium,uuid:9ce59e4a-a05e-4a9d-aeb4-6e38d8c6f657/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:9ce59e4a-a05e-4a9d-aeb4-6e38d8c6f657/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Other_pests,,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[2]
Shortage_of_rain,,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[3]
Soil_fertility_exhaustion_,,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[1]
Other_pests,,High,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[2]
Shortage_of_rain,,High,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[3]
Other_pests,,Low,uuid:3e23f659-08b9-487b-8ccd-12c90ba9dfe5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:3e23f659-08b9-487b-8ccd-12c90ba9dfe5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:64901c90-40ca-4005-afec-9d419590afe7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:64901c90-40ca-4005-afec-9d419590afe7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Low,uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,High,uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Low,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Shortage_of_rain,,High,uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Other_pests,,Medium,uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[3]
Soil_fertility_exhaustion_,,High,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,Too much rain,High,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Soil_fertility_exhaustion_,,High,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4],uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4]/other_constraints_maize_production[1]
,,Low,uuid:fa9b04d1-1cce-4fd3-8abf-8f739e268058/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:fa9b04d1-1cce-4fd3-8abf-8f739e268058/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Shortage_of_rain,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[3]
Soil_fertility_exhaustion_,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Other_pests,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[2]
Shortage_of_rain,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[3]
Soil_fertility_exhaustion_,,High,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,Theft,Medium,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,Medium,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
other,Theft,Medium,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
