strategies_was_used_to_control_Striga_Feb_March_2020,specify_the_pesticide_striga,perception_on_the_effectiveness_in_controlling_Striga_Feb_March_2020,PARENT_KEY,KEY
Overweeding_Frequent_Weeding,,Low,uuid:b02b0755-fc25-4a93-8ab5-0680976567a1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b02b0755-fc25-4a93-8ab5-0680976567a1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:b02b0755-fc25-4a93-8ab5-0680976567a1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:b02b0755-fc25-4a93-8ab5-0680976567a1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:e1b876cd-fbb8-4c2f-aafa-ff24ba6340d4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e1b876cd-fbb8-4c2f-aafa-ff24ba6340d4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:e1b876cd-fbb8-4c2f-aafa-ff24ba6340d4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e1b876cd-fbb8-4c2f-aafa-ff24ba6340d4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:8ad67238-b7d7-435b-a949-40cbc5402d79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8ad67238-b7d7-435b-a949-40cbc5402d79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:ea229d4f-9ac3-4cf5-8b27-bcb72333a97c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ea229d4f-9ac3-4cf5-8b27-bcb72333a97c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:399f5648-1717-4bd5-915d-d14945503c52/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:399f5648-1717-4bd5-915d-d14945503c52/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:fbdd77d7-1f73-4f36-8298-92e97bef54e5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fbdd77d7-1f73-4f36-8298-92e97bef54e5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:fbdd77d7-1f73-4f36-8298-92e97bef54e5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fbdd77d7-1f73-4f36-8298-92e97bef54e5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Low,uuid:fbdd77d7-1f73-4f36-8298-92e97bef54e5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:fbdd77d7-1f73-4f36-8298-92e97bef54e5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Medium,uuid:12608c54-abdb-442e-9874-f8a480f3554c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:12608c54-abdb-442e-9874-f8a480f3554c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:871c04d8-aeb3-4e6a-b3e0-cfde6dae3a8a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:871c04d8-aeb3-4e6a-b3e0-cfde6dae3a8a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:1bf4e1f4-1c3b-47a4-9889-57aa54207e0e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:1bf4e1f4-1c3b-47a4-9889-57aa54207e0e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
,,,uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Low,uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:73223edc-2e98-4a5a-92a1-538259a03cb2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:73223edc-2e98-4a5a-92a1-538259a03cb2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:2db21b0b-5956-4426-afad-185484d5200b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2db21b0b-5956-4426-afad-185484d5200b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:2db21b0b-5956-4426-afad-185484d5200b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:2db21b0b-5956-4426-afad-185484d5200b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:63282e91-cfb6-4913-9eaf-a904013b92da/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:63282e91-cfb6-4913-9eaf-a904013b92da/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:167ff4f1-1ba5-4c12-b5ae-c26e1a185bf5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:167ff4f1-1ba5-4c12-b5ae-c26e1a185bf5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:167ff4f1-1ba5-4c12-b5ae-c26e1a185bf5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:167ff4f1-1ba5-4c12-b5ae-c26e1a185bf5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:b75c2d33-8117-485c-8821-26b9c9dc3ec5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b75c2d33-8117-485c-8821-26b9c9dc3ec5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:363b3b58-7fc0-4142-9cfd-fad5780c18e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:363b3b58-7fc0-4142-9cfd-fad5780c18e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:a107c48b-c32c-4ce4-8aec-59cf10b753ad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a107c48b-c32c-4ce4-8aec-59cf10b753ad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:e16d958f-170c-4826-bc3d-59443bd7b2f7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e16d958f-170c-4826-bc3d-59443bd7b2f7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:465409d0-9be8-46a9-9f70-854b46254cec/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:465409d0-9be8-46a9-9f70-854b46254cec/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:8ea0b9ce-9774-4909-b25c-6b5f0a5810c0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8ea0b9ce-9774-4909-b25c-6b5f0a5810c0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:b3b082a5-59da-41cd-aea0-822da0d108ac/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b3b082a5-59da-41cd-aea0-822da0d108ac/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Early_Planting,,Low,uuid:1b699bb9-f89c-41ee-92fb-d24235bee633/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:1b699bb9-f89c-41ee-92fb-d24235bee633/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Medium,uuid:1b699bb9-f89c-41ee-92fb-d24235bee633/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:1b699bb9-f89c-41ee-92fb-d24235bee633/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:c965210e-f0cf-476b-9b1e-a2398f44c2d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:c965210e-f0cf-476b-9b1e-a2398f44c2d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:79587701-697d-4d61-b3c5-5764215c892e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:79587701-697d-4d61-b3c5-5764215c892e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Crop_Rotation,,Medium,uuid:79587701-697d-4d61-b3c5-5764215c892e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:79587701-697d-4d61-b3c5-5764215c892e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:00c1f00d-1f57-4ceb-b8be-7c11ce98db62/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:00c1f00d-1f57-4ceb-b8be-7c11ce98db62/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:00c1f00d-1f57-4ceb-b8be-7c11ce98db62/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:00c1f00d-1f57-4ceb-b8be-7c11ce98db62/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Crop_Rotation,,Medium,uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Improved_Varieties,,Medium,uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Early_Planting,,High,uuid:173de4a3-5266-4140-87c1-6d88e2a47675/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:173de4a3-5266-4140-87c1-6d88e2a47675/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:f4f9b17b-57c3-4ae3-be4d-f056a3921e4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:f4f9b17b-57c3-4ae3-be4d-f056a3921e4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Early_Planting,,Medium,uuid:13e7043b-4c4f-43be-87fe-2c1e2a589eb0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:13e7043b-4c4f-43be-87fe-2c1e2a589eb0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:13e7043b-4c4f-43be-87fe-2c1e2a589eb0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:13e7043b-4c4f-43be-87fe-2c1e2a589eb0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:13e7043b-4c4f-43be-87fe-2c1e2a589eb0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:13e7043b-4c4f-43be-87fe-2c1e2a589eb0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Early_Planting,,Medium,uuid:b015ca0d-d4fe-4e14-a86c-31ff1b59d005/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b015ca0d-d4fe-4e14-a86c-31ff1b59d005/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:587c5dd5-2a7f-4847-83ea-68a4bb301056/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:587c5dd5-2a7f-4847-83ea-68a4bb301056/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:41eb5bc0-3d94-4b77-a13e-c419df021e79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:41eb5bc0-3d94-4b77-a13e-c419df021e79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:bd68435f-87fa-4ae4-867c-4d04276cc6c7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:bd68435f-87fa-4ae4-867c-4d04276cc6c7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:96d8d923-2fa6-45c7-ad34-daa5a92057c7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:96d8d923-2fa6-45c7-ad34-daa5a92057c7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,High,uuid:34d636da-763f-4455-86c4-5b14d06904d7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:34d636da-763f-4455-86c4-5b14d06904d7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:3cc2a0e0-7d55-455d-b46d-c3d5be5a7e73/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3cc2a0e0-7d55-455d-b46d-c3d5be5a7e73/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:423ef76e-4803-4832-af87-de38e6d97a0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:423ef76e-4803-4832-af87-de38e6d97a0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:423ef76e-4803-4832-af87-de38e6d97a0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:423ef76e-4803-4832-af87-de38e6d97a0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:3507a620-cdac-49db-b02a-badd0c7b399e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3507a620-cdac-49db-b02a-badd0c7b399e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Pesticides_Application,Doesn't remember,Medium,uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Pesticides_Application,Doesn't remember,Low,uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:c7297361-85cf-4cf4-8416-344899beca71/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c7297361-85cf-4cf4-8416-344899beca71/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:c7297361-85cf-4cf4-8416-344899beca71/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:c7297361-85cf-4cf4-8416-344899beca71/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:c7297361-85cf-4cf4-8416-344899beca71/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:c7297361-85cf-4cf4-8416-344899beca71/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
