DIEATRY_DIVERSITY_SCORE-food_category,DIEATRY_DIVERSITY_SCORE-generated_note_name_299,DIEATRY_DIVERSITY_SCORE-generated_note_name_300,DIEATRY_DIVERSITY_SCORE-generated_note_name_301,DIEATRY_DIVERSITY_SCORE-generated_note_name_302,DIEATRY_DIVERSITY_SCORE-generated_note_name_303,DIEATRY_DIVERSITY_SCORE-generated_note_name_304,DIEATRY_DIVERSITY_SCORE-generated_note_name_305,DIEATRY_DIVERSITY_SCORE-generated_note_name_306,DIEATRY_DIVERSITY_SCORE-generated_note_name_307,DIEATRY_DIVERSITY_SCORE-generated_note_name_308,DIEATRY_DIVERSITY_SCORE-generated_note_name_309,DIEATRY_DIVERSITY_SCORE-generated_note_name_310,DIEATRY_DIVERSITY_SCORE-generated_note_name_311,DIEATRY_DIVERSITY_SCORE-generated_note_name_312,DIEATRY_DIVERSITY_SCORE-generated_note_name_313,DIEATRY_DIVERSITY_SCORE-generated_note_name_314,DIEATRY_DIVERSITY_SCORE-generated_note_name_315,DIEATRY_DIVERSITY_SCORE-generated_note_name_316,DIEATRY_DIVERSITY_SCORE-generated_note_name_317,DIEATRY_DIVERSITY_SCORE-generated_note_name_318,DIEATRY_DIVERSITY_SCORE-generated_note_name_319,DIEATRY_DIVERSITY_SCORE-generated_note_name_320,DIEATRY_DIVERSITY_SCORE-child_children_upto_59_months_eat_yeasterday,DIEATRY_DIVERSITY_SCORE-child_children_eat_in_last_7_days,DIEATRY_DIVERSITY_SCORE-mother_of_child_children_eat_yesterday,DIEATRY_DIVERSITY_SCORE-mother_of_child_children_eat_last_7_days,PARENT_KEY,KEY
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Add_Food_Category[12]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Add_Food_Category[13]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Add_Food_Category[14]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Add_Food_Category[15]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Add_Food_Category[16]
SWEETS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Add_Food_Category[17]
SUGAR_SWEETENED_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Add_Food_Category[18]
CONDIMENTS_AND_SEASONINGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Add_Food_Category[19]
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Add_Food_Category[20]
SAVOURY_AND_FRIED_SNACKS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Add_Food_Category[21]
MEAL_OUTSIDE_HOME,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[4]
OTHER_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[5]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[6]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[7]
ORGAN_MEAT_IRON_RICH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[8]
FLESH_MEATS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[9]
EGGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[10]
FISH,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[11]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[12]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[13]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[14]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[15]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[16]
SWEETS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[17]
SUGAR_SWEETENED_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[18]
CONDIMENTS_AND_SEASONINGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[19]
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[20]
SAVOURY_AND_FRIED_SNACKS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[21]
MEAL_OUTSIDE_HOME,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[4]
OTHER_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[5]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[6]
OTHER_FRUITS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[7]
ORGAN_MEAT_IRON_RICH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[8]
FLESH_MEATS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[9]
EGGS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[10]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[11]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[12]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[13]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[14]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[15]
,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[16]
SUGAR_SWEETENED_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[17]
CONDIMENTS_AND_SEASONINGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[18]
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[19]
SAVOURY_AND_FRIED_SNACKS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[20]
MEAL_OUTSIDE_HOME,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[21]
,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0,uuid:712ff4bc-2557-4d1f-885a-456ba2b8f6e0/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[4]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[5]
OTHER_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[6]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[7]
OTHER_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[8]
ORGAN_MEAT_IRON_RICH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[9]
FLESH_MEATS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[10]
EGGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[11]
FISH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[12]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[13]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[14]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[15]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[16]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[17]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[18]
SWEETS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[19]
SUGAR_SWEETENED_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[20]
CONDIMENTS_AND_SEASONINGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[21]
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[4]
OTHER_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[5]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[6]
OTHER_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[7]
ORGAN_MEAT_IRON_RICH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[8]
FLESH_MEATS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[9]
EGGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[10]
FISH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[11]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[12]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[13]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[14]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[15]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[16]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:82504691-2c43-4223-ad0d-cc1b846d088a,uuid:82504691-2c43-4223-ad0d-cc1b846d088a/SCLAMP_EA_Questionaire/Add_Food_Category[17]
