strategies_was_used_to_control_Stem-borer_Feb_March_2020,specify_the_pesticide_stem_borer,perception_on_the_effectiveness_in_controlling_Stem-borer_Feb_March_2020,PARENT_KEY,KEY
Pesticides_Application,Dudu celamectin ,High,uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Dudu celamectin ,High,uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:fbdd77d7-1f73-4f36-8298-92e97bef54e5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fbdd77d7-1f73-4f36-8298-92e97bef54e5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
,,,uuid:12608c54-abdb-442e-9874-f8a480f3554c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:12608c54-abdb-442e-9874-f8a480f3554c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Dudu,Medium,uuid:871c04d8-aeb3-4e6a-b3e0-cfde6dae3a8a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:871c04d8-aeb3-4e6a-b3e0-cfde6dae3a8a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,,uuid:1bf4e1f4-1c3b-47a4-9889-57aa54207e0e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:1bf4e1f4-1c3b-47a4-9889-57aa54207e0e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,,uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,,uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,,uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,,uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,,uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
,,,uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Pesticides_Application,Rocket,Medium,uuid:73223edc-2e98-4a5a-92a1-538259a03cb2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:73223edc-2e98-4a5a-92a1-538259a03cb2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Larvae ,High,uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Larvae ,High,uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket ,Medium,uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket ,Medium,uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Don't know ,High,uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Pesticides_Application,Don't know ,Medium,uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:2db21b0b-5956-4426-afad-185484d5200b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2db21b0b-5956-4426-afad-185484d5200b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
,,,uuid:2db21b0b-5956-4426-afad-185484d5200b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:2db21b0b-5956-4426-afad-185484d5200b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:8bafae56-e491-4b11-abe7-067527794a0f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8bafae56-e491-4b11-abe7-067527794a0f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:63282e91-cfb6-4913-9eaf-a904013b92da/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:63282e91-cfb6-4913-9eaf-a904013b92da/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:167ff4f1-1ba5-4c12-b5ae-c26e1a185bf5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:167ff4f1-1ba5-4c12-b5ae-c26e1a185bf5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Medium,uuid:363b3b58-7fc0-4142-9cfd-fad5780c18e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:363b3b58-7fc0-4142-9cfd-fad5780c18e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:a107c48b-c32c-4ce4-8aec-59cf10b753ad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a107c48b-c32c-4ce4-8aec-59cf10b753ad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Low,uuid:8ea0b9ce-9774-4909-b25c-6b5f0a5810c0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8ea0b9ce-9774-4909-b25c-6b5f0a5810c0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Low,uuid:b3b082a5-59da-41cd-aea0-822da0d108ac/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b3b082a5-59da-41cd-aea0-822da0d108ac/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Crop_Rotation,,Medium,uuid:79587701-697d-4d61-b3c5-5764215c892e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:79587701-697d-4d61-b3c5-5764215c892e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Intercropping_With_Other_Crops,,Medium,uuid:79587701-697d-4d61-b3c5-5764215c892e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:79587701-697d-4d61-b3c5-5764215c892e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Pesticides_Application,Roket,High,uuid:79587701-697d-4d61-b3c5-5764215c892e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:79587701-697d-4d61-b3c5-5764215c892e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Crop_Rotation,,Medium,uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Roket,High,uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Improved_Varieties,,Medium,uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Intercropping_With_Other_Crops,,Low,uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[4]
Crop_Rotation,,Medium,uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:265d85a0-f44c-4db3-9eba-fde2e0e9bd4a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Roket,High,uuid:2cca7dc6-061e-4681-9731-037873aba279/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2cca7dc6-061e-4681-9731-037873aba279/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket ,Medium,uuid:173de4a3-5266-4140-87c1-6d88e2a47675/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:173de4a3-5266-4140-87c1-6d88e2a47675/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Medium,uuid:173de4a3-5266-4140-87c1-6d88e2a47675/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:173de4a3-5266-4140-87c1-6d88e2a47675/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Low,uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Medium,uuid:f4f9b17b-57c3-4ae3-be4d-f056a3921e4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:f4f9b17b-57c3-4ae3-be4d-f056a3921e4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:13e7043b-4c4f-43be-87fe-2c1e2a589eb0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:13e7043b-4c4f-43be-87fe-2c1e2a589eb0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Low,uuid:13e7043b-4c4f-43be-87fe-2c1e2a589eb0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:13e7043b-4c4f-43be-87fe-2c1e2a589eb0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Low,uuid:13e7043b-4c4f-43be-87fe-2c1e2a589eb0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:13e7043b-4c4f-43be-87fe-2c1e2a589eb0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Larva force ,Medium,uuid:b015ca0d-d4fe-4e14-a86c-31ff1b59d005/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b015ca0d-d4fe-4e14-a86c-31ff1b59d005/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,High,uuid:587c5dd5-2a7f-4847-83ea-68a4bb301056/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:587c5dd5-2a7f-4847-83ea-68a4bb301056/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Striker and potrine,High,uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Striker and potrine,High,uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:96d8d923-2fa6-45c7-ad34-daa5a92057c7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:96d8d923-2fa6-45c7-ad34-daa5a92057c7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Supercycle,Medium,uuid:34d636da-763f-4455-86c4-5b14d06904d7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:34d636da-763f-4455-86c4-5b14d06904d7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket ,Medium,uuid:423ef76e-4803-4832-af87-de38e6d97a0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:423ef76e-4803-4832-af87-de38e6d97a0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:a2aa4c0a-6cc2-43f7-972c-86f30290d013/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a2aa4c0a-6cc2-43f7-972c-86f30290d013/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Low,uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:f799df60-6764-4553-b417-994da0ce80a0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Low,uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3806c404-49ee-4ea5-af32-6838eed8c5ea/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Medium,uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Medium,uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:56d72e10-506c-4f35-9041-15c8b1bc1d7b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:8ea3c974-2773-4887-b876-67a06afe9ad0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8ea3c974-2773-4887-b876-67a06afe9ad0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket ,Medium,uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Low,uuid:e98894f1-3d48-4609-9099-c1dab11f0729/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e98894f1-3d48-4609-9099-c1dab11f0729/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Tufga,High,uuid:c2b9c147-bc78-407a-a3ec-9f8a53778b15/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c2b9c147-bc78-407a-a3ec-9f8a53778b15/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:a93fc1c7-c528-441b-bae9-a0c8be9a1b06/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a93fc1c7-c528-441b-bae9-a0c8be9a1b06/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:a93fc1c7-c528-441b-bae9-a0c8be9a1b06/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a93fc1c7-c528-441b-bae9-a0c8be9a1b06/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Mechanically_Remove_The_Insect_,,Low,uuid:6ecfec1c-6701-43f4-b761-4edb796ef73d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:6ecfec1c-6701-43f4-b761-4edb796ef73d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:aff99375-c659-4f5f-855c-4802570d8f51/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:aff99375-c659-4f5f-855c-4802570d8f51/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:d009f9b4-ea45-45a2-afe0-0610584c9ade/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:d009f9b4-ea45-45a2-afe0-0610584c9ade/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Low,uuid:bbbe67e4-6887-4321-9672-ce6e8db09f81/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:bbbe67e4-6887-4321-9672-ce6e8db09f81/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:bbbe67e4-6887-4321-9672-ce6e8db09f81/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:bbbe67e4-6887-4321-9672-ce6e8db09f81/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Not_Applicable,,Low,uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Pesticides_Application,Rocket,Medium,uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:70a8cb2c-691a-448c-8676-eae4e3c8e20a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:70a8cb2c-691a-448c-8676-eae4e3c8e20a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Intercropping_With_Legumes,,Medium,uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
