plot_id_Aug_Sept_2020,plot_location_name_Aug_Sept_2020,main_crop_on_this_plot_Aug_Sept_2020,plot_area_acres_Aug_Sept_2020,plot_tenure_Aug_Sept_2020,plot_tenure_other_Aug_Sept_2020,who_in_the_household_makes_decision__Aug_Sept_2020,how_fertile_is_the_soil_of_this_plot_Aug_Sept_2020,what_is_surrounding_this_plot_Aug_Sept_2020,what_is_surrounding_this_plot_other_Aug_Sept_2020,is_intercropping_on_this_plot_Aug_Sept_2020,is_push_pull_technology_on_this_plot_Aug_Sept_2020,is_plot_irrigated_Aug_Sept_2020,has_this_plot_received_fertilizer_Aug_Sept_2020,has_this_plot_received_insecticide_Aug_Sept_2020,has_this_plot_received_herbicide_Aug_Sept_2020,total_production_harvested_dry_Aug_Sept_2020,did_crop_suffer_from_FAW_Aug_Sept_2020,percentage_of_production_lost_due_to_FAW_Aug_Sept_2020,did_crop_suffer_from_Stem-borer_Aug_Sept_2020,percentage_of_production_lost_due_to_Stem-borer_Aug_Sept_2020,did_crop_suffer_from_Striga_Aug_Sept_2020,percentage_of_production_lost_due_to_Striga_Aug_Sept_2020,did_crop_suffer_from_tuta_Absoluta_Aug_Sept_2020,percentage_of_production_lost_due_to_tuta_Absoluta_Aug_Sept_2020,PARENT_KEY,KEY
1,T.C,Maize,0.5,Rented_shared_in,,Spouse,Low,Farmeland,,Yes,No,No,No,No,No,7.0,Yes,10.0,No,,Yes,20.0,,,uuid:b02b0755-fc25-4a93-8ab5-0680976567a1,uuid:b02b0755-fc25-4a93-8ab5-0680976567a1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Lugoola ,Maize,1.0,Rented_shared_in,,Spouse,Low,Farmeland,,Yes,No,No,No,No,No,15.0,No,,No,,No,,,,uuid:b02b0755-fc25-4a93-8ab5-0680976567a1,uuid:b02b0755-fc25-4a93-8ab5-0680976567a1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Waaka,Tomato,0.01,Owned,,Spouse,Medium,Farmeland,,Yes,,No,No,No,No,15.0,,,,,,,Yes,5.0,uuid:b02b0755-fc25-4a93-8ab5-0680976567a1,uuid:b02b0755-fc25-4a93-8ab5-0680976567a1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Itale,Maize,1.0,Owned,,Spouse,Low,Farmeland,,Yes,No,No,No,No,No,50.0,Yes,5.0,Yes,1.0,Yes,50.0,,,uuid:e1b876cd-fbb8-4c2f-aafa-ff24ba6340d4,uuid:e1b876cd-fbb8-4c2f-aafa-ff24ba6340d4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Manga ,Maize,1.0,Owned,,Spouse,Good,Farmeland,,No,No,No,No,No,No,150.0,Yes,10.0,Yes,0.3,No,,,,uuid:e1b876cd-fbb8-4c2f-aafa-ff24ba6340d4,uuid:e1b876cd-fbb8-4c2f-aafa-ff24ba6340d4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Waaka,Tomato,0.25,Owned,,Spouse,Good,Farmeland,,No,,No,No,No,No,150.0,,,,,,,Yes,10.0,uuid:e1b876cd-fbb8-4c2f-aafa-ff24ba6340d4,uuid:e1b876cd-fbb8-4c2f-aafa-ff24ba6340d4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Kibali ,Maize,0.75,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,0.0,No,,No,,No,,,,uuid:ea229d4f-9ac3-4cf5-8b27-bcb72333a97c,uuid:ea229d4f-9ac3-4cf5-8b27-bcb72333a97c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kibali 2,Tomato,0.25,Rented_shared_in,,Head_,Low,Farmeland,,No,,Yes,No,Yes,No,195.0,,,,,,,Yes,12.0,uuid:ea229d4f-9ac3-4cf5-8b27-bcb72333a97c,uuid:ea229d4f-9ac3-4cf5-8b27-bcb72333a97c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Waaka,Tomato,0.0625,Owned,,Head_,Low,Farmeland,,No,,No,No,Yes,No,45.0,,,,,,,Yes,10.0,uuid:fc2c8191-ea53-4fcb-8b2a-7417de3dd844,uuid:fc2c8191-ea53-4fcb-8b2a-7417de3dd844/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kanamu,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,No,No,No,Yes,Yes,No,300.0,Yes,5.0,Yes,7.0,Yes,60.0,,,uuid:fc2c8191-ea53-4fcb-8b2a-7417de3dd844,uuid:fc2c8191-ea53-4fcb-8b2a-7417de3dd844/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Manga,Maize,0.375,Owned,,Head_,Low,Farmeland,,No,No,No,No,Yes,No,105.0,Yes,15.0,Yes,1.5,Yes,37.0,,,uuid:399f5648-1717-4bd5-915d-d14945503c52,uuid:399f5648-1717-4bd5-915d-d14945503c52/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Baaba,Tomato,0.1,Owned,,Head_,Low,Farmeland,,No,,No,No,Yes,No,30.0,,,,,,,Yes,33.3,uuid:399f5648-1717-4bd5-915d-d14945503c52,uuid:399f5648-1717-4bd5-915d-d14945503c52/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Itale ,Maize,0.5,Owned,,Spouse,Good,Farmeland,,Yes,Yes,No,No,No,No,200.0,Yes,10.0,Yes,7.0,No,,,,uuid:b0a54d36-3d01-4011-8dc4-e6d2fcc8383e,uuid:b0a54d36-3d01-4011-8dc4-e6d2fcc8383e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Itale ,Tomato,0.125,Owned,,Spouse,Good,Farmeland,,No,,No,No,No,No,30.0,,,,,,,Yes,0.0,uuid:b0a54d36-3d01-4011-8dc4-e6d2fcc8383e,uuid:b0a54d36-3d01-4011-8dc4-e6d2fcc8383e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
5,Waaka ,Maize,0.25,Owned,,Spouse,Good,Farmeland,,No,Yes,No,No,No,No,50.0,Yes,20.0,Yes,10.0,No,,,,uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4,uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
6,Kigoma,Maize,0.25,Owned,,Spouse,Good,Farmeland,,Yes,Yes,No,No,No,No,0.0,Yes,15.0,Yes,10.0,No,,,,uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4,uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
7,Neem,Tomato,0.25,Owned,,Spouse,Good,Farmeland,,No,,No,No,No,No,30.0,,,,,,,Yes,5.0,uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4,uuid:1e4e60cd-111b-4ef5-9730-cfa7e59b97a4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Itale,Maize,0.5,Owned,,Head_,Low,Farmeland,,Yes,Yes,No,No,No,No,70.0,Yes,30.0,Yes,1.0,Yes,40.0,,,uuid:01385028-0559-4e7c-8fe3-75a26ca60907,uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Lukyanga ,Maize,0.25,Owned,,Head_,Medium,Farmeland,,No,No,No,No,No,No,30.0,Yes,21.0,Yes,10.0,Yes,37.5,,,uuid:01385028-0559-4e7c-8fe3-75a26ca60907,uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Itale,Maize,1.0,Owned,,Head_,Low,Farmeland,,No,No,No,No,No,No,600.0,Yes,12.5,Yes,6.0,Yes,13.0,,,uuid:fbdd77d7-1f73-4f36-8298-92e97bef54e5,uuid:fbdd77d7-1f73-4f36-8298-92e97bef54e5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kibali,Tomato,0.75,Owned,,Head_,Low,Farmeland,,No,,No,No,Yes,No,1200.0,,,,,,,Yes,0.0,uuid:fbdd77d7-1f73-4f36-8298-92e97bef54e5,uuid:fbdd77d7-1f73-4f36-8298-92e97bef54e5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Manga,Maize,1.0,Rented_shared_in,,Spouse,Medium,Farmeland,,Yes,No,No,No,Yes,No,250.0,Yes,20.0,Yes,0.5,Yes,10.0,,,uuid:12608c54-abdb-442e-9874-f8a480f3554c,uuid:12608c54-abdb-442e-9874-f8a480f3554c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Waaka,Maize,0.5,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,Yes,No,400.0,Yes,5.0,Yes,3.0,Yes,20.0,,,uuid:871c04d8-aeb3-4e6a-b3e0-cfde6dae3a8a,uuid:871c04d8-aeb3-4e6a-b3e0-cfde6dae3a8a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kiswa,Maize,0.01,Owned,,Head_,Good,Farmeland,,No,No,No,No,Yes,No,20.0,Yes,0.0,No,,No,,,,uuid:871c04d8-aeb3-4e6a-b3e0-cfde6dae3a8a,uuid:871c04d8-aeb3-4e6a-b3e0-cfde6dae3a8a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Kindandire,Maize,1.0,Owned,,Head_,Medium,Farmeland,,No,No,No,No,Yes,No,800.0,Yes,0.0,No,,No,,,,uuid:5acdb267-68c9-4b85-97f5-bb1579bd87a4,uuid:5acdb267-68c9-4b85-97f5-bb1579bd87a4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
6,Mwase,Maize,1.0,Owned,,Head_,Medium,Farmeland,,No,No,No,No,Yes,No,500.0,Yes,0.0,No,,No,,,,uuid:5acdb267-68c9-4b85-97f5-bb1579bd87a4,uuid:5acdb267-68c9-4b85-97f5-bb1579bd87a4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Itale ,Maize,1.0,Owned,,Head_,Low,Farmeland,,No,No,No,No,No,No,15.0,Yes,15.0,Yes,25.0,Yes,50.0,,,uuid:1bf4e1f4-1c3b-47a4-9889-57aa54207e0e,uuid:1bf4e1f4-1c3b-47a4-9889-57aa54207e0e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Manga,Maize,1.0,Borrowed_in,,Spouse,Low,Farmeland,,Yes,No,No,No,No,No,200.0,Yes,15.0,Yes,7.0,Yes,65.0,,,uuid:8f227f55-8816-4493-a646-57e0daf307e6,uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Mwiga,Maize,0.5,Rented_shared_in,,Spouse,Low,Farmeland,,Yes,Yes,No,No,No,No,250.0,Yes,10.0,Yes,5.0,Yes,40.0,,,uuid:8f227f55-8816-4493-a646-57e0daf307e6,uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Kibali manga,Maize,1.0,Owned,,Spouse,Good,Farmeland,,No,No,No,No,No,No,70.0,Yes,6.0,Yes,10.0,Yes,60.0,,,uuid:3e002f74-407c-4805-be85-dddc1b48217a,uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Isiita,Maize,0.25,Owned,,Spouse,Medium,Farmeland,,No,Yes,No,No,No,No,15.0,No,,No,,No,,,,uuid:3e002f74-407c-4805-be85-dddc1b48217a,uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
5,Kiswa,Tomato,0.25,Rented_shared_in,,Spouse,Medium,Farmeland,,No,,No,No,Yes,No,120.0,,,,,,,Yes,0.0,uuid:3e002f74-407c-4805-be85-dddc1b48217a,uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Manga,Maize,1.0,Owned,,Spouse,Good,Farmeland,,Yes,No,No,No,Yes,No,100.0,Yes,20.0,Yes,10.0,Yes,60.0,,,uuid:73223edc-2e98-4a5a-92a1-538259a03cb2,uuid:73223edc-2e98-4a5a-92a1-538259a03cb2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Waaka,Tomato,0.25,Owned,,Spouse,Good,Farmeland,,No,,No,No,Yes,No,20.0,,,,,,,Yes,10.0,uuid:73223edc-2e98-4a5a-92a1-538259a03cb2,uuid:73223edc-2e98-4a5a-92a1-538259a03cb2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Road,Maize,0.25,Rented_shared_in,,Spouse,Good,Farmeland,,No,Yes,No,No,No,No,20.0,No,,No,,No,,,,uuid:73223edc-2e98-4a5a-92a1-538259a03cb2,uuid:73223edc-2e98-4a5a-92a1-538259a03cb2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Waaka,Maize,0.5,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,400.0,Yes,0.0,Yes,0.0,Yes,10.0,,,uuid:9ea35354-172a-4dff-b467-c2c1821ba56c,uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Waaka,Tomato,0.5,Owned,,Head_,Medium,Farmeland,,Yes,,No,No,Yes,No,1000.0,,,,,,,Yes,0.0,uuid:9ea35354-172a-4dff-b467-c2c1821ba56c,uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Itale ,Maize,0.25,Owned,,Spouse,Low,Farmeland,,Yes,No,No,No,Yes,No,100.0,Yes,20.0,Yes,10.0,Yes,30.0,,,uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2,uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Manga,Maize,0.5,Owned,,Spouse,Low,Farmeland,,No,Yes,No,No,No,No,200.0,No,,No,,No,,,,uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2,uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Manga,Tomato,0.125,Owned,,Spouse,Medium,Farmeland,,No,,Yes,No,Yes,No,0.0,,,,,,,No,,uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2,uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Kisenyi ,Maize,0.5,Owned,,Head_,Medium,Farmeland,,No,No,No,No,Yes,No,150.0,Yes,12.0,Yes,9.0,Yes,65.0,,,uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d,uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Manga ,Maize,0.25,Rented_shared_in,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,50.0,Yes,15.0,Yes,5.0,Yes,57.0,,,uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d,uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Kibali,Maize,1.0,Rented_shared_in,,Head_,Medium,Farmeland,,No,No,No,No,No,No,400.0,Yes,10.0,Yes,5.0,Yes,50.0,,,uuid:2db21b0b-5956-4426-afad-185484d5200b,uuid:2db21b0b-5956-4426-afad-185484d5200b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Waaka,Maize,0.5,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,100.0,Yes,10.0,Yes,10.0,No,,,,uuid:2db21b0b-5956-4426-afad-185484d5200b,uuid:2db21b0b-5956-4426-afad-185484d5200b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Home,Maize,0.25,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,No,No,30.0,Yes,10.0,Yes,2.0,No,,,,uuid:2e8ae5d7-7afa-48f1-a7e3-eb85797fe045,uuid:2e8ae5d7-7afa-48f1-a7e3-eb85797fe045/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Nabigalata,Maize,0.5,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,No,No,No,50.0,Yes,10.0,Yes,5.0,Yes,2.0,,,uuid:63282e91-cfb6-4913-9eaf-a904013b92da,uuid:63282e91-cfb6-4913-9eaf-a904013b92da/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Itale,Maize,0.5,Owned,,Spouse,Medium,Farmeland,,Yes,Yes,No,Yes,Yes,No,400.0,Yes,15.0,Yes,10.0,Yes,10.0,,,uuid:167ff4f1-1ba5-4c12-b5ae-c26e1a185bf5,uuid:167ff4f1-1ba5-4c12-b5ae-c26e1a185bf5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kibila,Maize,1.0,Rented_shared_in,,Head_,Medium,Farmeland,,No,No,No,No,No,No,200.0,Yes,5.0,Yes,2.0,Yes,45.0,,,uuid:b75c2d33-8117-485c-8821-26b9c9dc3ec5,uuid:b75c2d33-8117-485c-8821-26b9c9dc3ec5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Manga,Tomato,0.25,Owned,,Spouse,Medium,Farmeland,,No,,No,No,Yes,No,15.0,,,,,,,No,,uuid:b75c2d33-8117-485c-8821-26b9c9dc3ec5,uuid:b75c2d33-8117-485c-8821-26b9c9dc3ec5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Mu mukooge,Maize,0.5,Owned,,Head_spouse_and_other_household,Good,Farmeland,,No,No,No,No,Yes,No,150.0,Yes,35.0,Yes,15.0,Yes,5.0,,,uuid:363b3b58-7fc0-4142-9cfd-fad5780c18e0,uuid:363b3b58-7fc0-4142-9cfd-fad5780c18e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Kisenyi,Tomato,0.5,Rented_shared_in,,Head_spouse_and_other_household,Medium,Farmeland,,No,,No,No,Yes,No,120.0,,,,,,,Yes,40.0,uuid:363b3b58-7fc0-4142-9cfd-fad5780c18e0,uuid:363b3b58-7fc0-4142-9cfd-fad5780c18e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Bukasa buyange,Maize,1.0,Owned,,Head_spouse_and_other_household,Good,Farmeland,,Yes,No,No,No,Yes,No,250.0,Yes,5.0,Yes,2.0,Yes,2.0,,,uuid:e16d958f-170c-4826-bc3d-59443bd7b2f7,uuid:e16d958f-170c-4826-bc3d-59443bd7b2f7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Bukasa muwiitwe,Maize,0.5,Rented_shared_in,,Head_spouse_and_other_household,Good,Farmeland,,Yes,No,No,No,Yes,No,160.0,Yes,10.0,Yes,5.0,Yes,10.0,,,uuid:e16d958f-170c-4826-bc3d-59443bd7b2f7,uuid:e16d958f-170c-4826-bc3d-59443bd7b2f7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Bukasa buyange,Tomato,0.0625,Owned,,Head_,Good,Farmeland,,No,,No,No,Yes,No,200.0,,,,,,,Yes,2.0,uuid:e16d958f-170c-4826-bc3d-59443bd7b2f7,uuid:e16d958f-170c-4826-bc3d-59443bd7b2f7/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
2,Home,Maize,0.5,Owned,,Spouse,Low,Farmeland,,Yes,No,No,No,No,No,120.0,Yes,5.0,Yes,2.0,Yes,5.0,,,uuid:465409d0-9be8-46a9-9f70-854b46254cec,uuid:465409d0-9be8-46a9-9f70-854b46254cec/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Lugoola,Maize,0.5,Owned,,Spouse,Medium,Farmeland,,Yes,No,No,No,Yes,No,100.0,Yes,35.0,Yes,5.0,Yes,30.0,,,uuid:8ea0b9ce-9774-4909-b25c-6b5f0a5810c0,uuid:8ea0b9ce-9774-4909-b25c-6b5f0a5810c0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Itale,Tomato,0.5,Owned,,Head_spouse_and_other_household,Good,Farmeland,,No,,No,Yes,Yes,No,80.0,,,,,,,Yes,20.0,uuid:8ea0b9ce-9774-4909-b25c-6b5f0a5810c0,uuid:8ea0b9ce-9774-4909-b25c-6b5f0a5810c0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Kisenyi,Maize,1.0,Rented_shared_in,,Spouse,Medium,Farmeland,,Yes,No,No,No,Yes,No,200.0,Yes,15.0,Yes,2.0,Yes,15.0,,,uuid:8ea0b9ce-9774-4909-b25c-6b5f0a5810c0,uuid:8ea0b9ce-9774-4909-b25c-6b5f0a5810c0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Magada,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,500.0,Yes,5.0,No,,Yes,45.0,,,uuid:b3b082a5-59da-41cd-aea0-822da0d108ac,uuid:b3b082a5-59da-41cd-aea0-822da0d108ac/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Ewa waife,Maize,1.0,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,Yes,No,Yes,Yes,No,300.0,No,,No,,No,,,,uuid:1b699bb9-f89c-41ee-92fb-d24235bee633,uuid:1b699bb9-f89c-41ee-92fb-d24235bee633/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Ewa waife,Tomato,0.125,Owned,,Head_spouse_and_other_household,Good,Farmeland,,No,,No,Yes,Yes,No,20.0,,,,,,,No,,uuid:1b699bb9-f89c-41ee-92fb-d24235bee633,uuid:1b699bb9-f89c-41ee-92fb-d24235bee633/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
2,Lushanga,Maize,0.5,Owned,,Head_,Medium,Farmeland,,No,No,No,No,No,No,150.0,Yes,5.0,No,,No,,,,uuid:c965210e-f0cf-476b-9b1e-a2398f44c2d6,uuid:c965210e-f0cf-476b-9b1e-a2398f44c2d6/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Lugola1 ,Maize,0.5,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,No,No,No,20.0,Yes,10.0,Yes,12.0,No,,,,uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360,uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Lugola 2,Maize,0.5,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,Yes,No,No,No,No,80.0,No,,No,,No,,,,uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360,uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
5,Lushanga,Tomato,0.25,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,Yes,Yes,Yes,No,120.0,,,,,,,Yes,12.5,uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360,uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
2,Lugola,Maize,1.0,Owned,,Head_,Medium,Farmeland,,No,No,No,No,No,No,260.0,Yes,5.0,No,,Yes,15.0,,,uuid:00c1f00d-1f57-4ceb-b8be-7c11ce98db62,uuid:00c1f00d-1f57-4ceb-b8be-7c11ce98db62/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Mawungwe,Tomato,0.25,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,Yes,No,Yes,No,1050.0,,,,,,,No,,uuid:173de4a3-5266-4140-87c1-6d88e2a47675,uuid:173de4a3-5266-4140-87c1-6d88e2a47675/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Manga 1,Maize,0.5,Owned,,Head_,Medium,other,Neighbour's crops,Yes,No,No,No,No,No,45.0,Yes,50.0,Yes,5.0,Yes,40.0,,,uuid:04b1de55-4612-4637-abe2-2f9a59ffd903,uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Mawungwe wakati,Tomato,0.04,other,Inherited ,Head_,Medium,Farmeland,,No,,Yes,No,No,No,27.0,,,,,,,Yes,20.0,uuid:b015ca0d-d4fe-4e14-a86c-31ff1b59d005,uuid:b015ca0d-d4fe-4e14-a86c-31ff1b59d005/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Mawungwe central,Maize,1.0,other,Inherited ,Head_,Medium,other,Neighbour's crops,No,No,No,Yes,Yes,No,400.0,Yes,25.0,Yes,3.0,,,,,uuid:b015ca0d-d4fe-4e14-a86c-31ff1b59d005,uuid:b015ca0d-d4fe-4e14-a86c-31ff1b59d005/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Kasoli,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,1000.0,No,,No,,Yes,0.8,,,uuid:587c5dd5-2a7f-4847-83ea-68a4bb301056,uuid:587c5dd5-2a7f-4847-83ea-68a4bb301056/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Nyanya,Tomato,0.25,Owned,,Head_,Medium,Settlement,,No,,Yes,No,Yes,No,300.0,,,,,,,Yes,0.3,uuid:e3cdd302-612e-43f1-b314-d16ae0203559,uuid:e3cdd302-612e-43f1-b314-d16ae0203559/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Kasoli,Maize,1.0,Owned,,Head_,Medium,Farmeland,,No,No,No,No,Yes,No,1650.0,Yes,0.7,No,,Yes,1.0,,,uuid:41eb5bc0-3d94-4b77-a13e-c419df021e79,uuid:41eb5bc0-3d94-4b77-a13e-c419df021e79/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Nyanya,Tomato,0.5,Owned,,Head_,Medium,Farmeland,,No,,Yes,No,Yes,No,450.0,,,,,,,Yes,0.1,uuid:41eb5bc0-3d94-4b77-a13e-c419df021e79,uuid:41eb5bc0-3d94-4b77-a13e-c419df021e79/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
4,Duuma,Maize,1.5,Owned,,Head_,Low,Farmeland,,Yes,No,No,Yes,Yes,No,1000.0,Yes,0.3,Yes,0.01,Yes,3.0,,,uuid:54729e38-076c-452b-9e7d-12d509dcf84b,uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
